Force (N),Position (mm),Strain (%),Stress (MPa)
1120,3.29,3.29,2.77
1120,3.29,3.29,2.77
1120,3.29,3.29,2.77
1120,3.29,3.29,2.77
1120,3.29,3.29,2.77
1120,3.29,3.29,2.77
1120,3.30,3.30,2.77
1120,3.30,3.30,2.77
1120,3.30,3.30,2.77
1120,3.30,3.30,2.77
1120,3.30,3.30,2.77
1120,3.30,3.30,2.77
1120,3.30,3.30,2.77
1120,3.30,3.30,2.78
1120,3.31,3.31,2.78
1120,3.31,3.31,2.78
1120,3.31,3.31,2.77
1120,3.31,3.31,2.78
1120,3.31,3.31,2.78
1120,3.31,3.31,2.78
1120,3.31,3.31,2.78
1120,3.31,3.31,2.78
1120,3.32,3.32,2.78
1120,3.32,3.32,2.78
1120,3.32,3.32,2.78
1120,3.32,3.32,2.78
1120,3.32,3.32,2.78
1120,3.32,3.32,2.78
1120,3.32,3.32,2.78
1120,3.32,3.32,2.78
1120,3.32,3.32,2.78
1120,3.33,3.33,2.78
1120,3.33,3.33,2.78
1120,3.33,3.33,2.78
1120,3.33,3.33,2.78
1120,3.33,3.33,2.78
1120,3.33,3.33,2.78
1120,3.33,3.33,2.78
1120,3.33,3.33,2.78
1120,3.34,3.34,2.79
1120,3.34,3.34,2.79
1120,3.34,3.34,2.79
1120,3.34,3.34,2.79
1120,3.34,3.34,2.79
1120,3.34,3.34,2.79
1120,3.34,3.34,2.79
1120,3.34,3.34,2.79
1120,3.35,3.35,2.79
1120,3.35,3.35,2.79
1120,3.35,3.35,2.79
1120,3.35,3.35,2.79
1120,3.35,3.35,2.79
1120,3.35,3.35,2.79
1120,3.35,3.35,2.79
1120,3.35,3.35,2.79
1130,3.35,3.35,2.79
1130,3.36,3.36,2.79
1130,3.36,3.36,2.79
1130,3.36,3.36,2.79
1130,3.36,3.36,2.79
1130,3.36,3.36,2.79
1130,3.36,3.36,2.79
1130,3.36,3.36,2.79
1130,3.36,3.36,2.79
1130,3.37,3.37,2.79
1130,3.37,3.37,2.79
1130,3.37,3.37,2.79
1130,3.37,3.37,2.79
1130,3.37,3.37,2.79
1130,3.37,3.37,2.79
1130,3.37,3.37,2.79
1130,3.37,3.37,2.79
1130,3.38,3.38,2.79
1130,3.38,3.38,2.79
1130,3.38,3.38,2.79
1130,3.38,3.38,2.79
1130,3.38,3.38,2.80
1130,3.38,3.38,2.80
1130,3.38,3.38,2.80
1130,3.38,3.38,2.80
1130,3.38,3.38,2.80
1130,3.39,3.39,2.80
1130,3.39,3.39,2.80
1130,3.39,3.39,2.80
1130,3.39,3.39,2.80
1130,3.39,3.39,2.80
1130,3.39,3.39,2.80
1130,3.39,3.39,2.80
1130,3.39,3.39,2.80
1130,3.40,3.40,2.80
1130,3.40,3.40,2.80
1130,3.40,3.40,2.80
1130,3.40,3.40,2.80
1130,3.40,3.40,2.80
1130,3.40,3.40,2.80
1130,3.40,3.40,2.80
1130,3.40,3.40,2.80
1130,3.41,3.41,2.80
1130,3.41,3.41,2.80
1130,3.41,3.41,2.80
1130,3.41,3.41,2.80
1130,3.41,3.41,2.80
1130,3.41,3.41,2.80
1130,3.41,3.41,2.80
1130,3.41,3.41,2.80
1130,3.41,3.41,2.80
1130,3.42,3.42,2.80
1130,3.42,3.42,2.80
1130,3.42,3.42,2.80
1130,3.42,3.42,2.80
1130,3.42,3.42,2.80
1130,3.42,3.42,2.80
1130,3.42,3.42,2.80
1130,3.42,3.42,2.80
1130,3.43,3.43,2.81
1130,3.43,3.43,2.81
1130,3.43,3.43,2.80
1130,3.43,3.43,2.80
1130,3.43,3.43,2.81
1130,3.43,3.43,2.81
1130,3.43,3.43,2.81
1130,3.43,3.43,2.81
1130,3.44,3.44,2.81
1130,3.44,3.44,2.81
1130,3.44,3.44,2.81
1130,3.44,3.44,2.81
1130,3.44,3.44,2.81
1130,3.44,3.44,2.81
1130,3.44,3.44,2.81
1130,3.44,3.44,2.81
1130,3.44,3.44,2.81
1130,3.45,3.45,2.81
1130,3.45,3.45,2.81
1130,3.45,3.45,2.81
1130,3.45,3.45,2.81
1130,3.45,3.45,2.81
1130,3.45,3.45,2.81
1130,3.45,3.45,2.81
1130,3.45,3.45,2.81
1130,3.46,3.46,2.81
1130,3.46,3.46,2.81
1130,3.46,3.46,2.81
1130,3.46,3.46,2.81
1130,3.46,3.46,2.81
1130,3.46,3.46,2.81
1130,3.46,3.46,2.81
1130,3.46,3.46,2.81
1130,3.47,3.47,2.81
1130,3.47,3.47,2.81
1130,3.47,3.47,2.81
1130,3.47,3.47,2.81
1140,3.47,3.47,2.81
1140,3.47,3.47,2.81
1140,3.47,3.47,2.81
1140,3.47,3.47,2.81
1140,3.47,3.47,2.81
1140,3.48,3.48,2.81
1140,3.48,3.48,2.82
1140,3.48,3.48,2.82
1140,3.48,3.48,2.82
1140,3.48,3.48,2.82
1140,3.48,3.48,2.82
1140,3.48,3.48,2.82
1140,3.48,3.48,2.82
1140,3.49,3.49,2.82
1140,3.49,3.49,2.82
1140,3.49,3.49,2.82
1140,3.49,3.49,2.82
1140,3.49,3.49,2.82
1140,3.49,3.49,2.82
1140,3.49,3.49,2.82
1140,3.49,3.49,2.82
1140,3.50,3.50,2.82
1140,3.50,3.50,2.82
1140,3.50,3.50,2.82
1140,3.50,3.50,2.82
1140,3.50,3.50,2.82
1140,3.50,3.50,2.82
1140,3.50,3.50,2.82
1140,3.50,3.50,2.82
1140,3.50,3.50,2.82
1140,3.51,3.51,2.82
1140,3.51,3.51,2.82
1140,3.51,3.51,2.82
1140,3.51,3.51,2.82
1140,3.51,3.51,2.82
1140,3.51,3.51,2.82
1140,3.51,3.51,2.82
1140,3.51,3.51,2.82
1140,3.52,3.52,2.82
1140,3.52,3.52,2.82
1140,3.52,3.52,2.82
1140,3.52,3.52,2.82
1140,3.52,3.52,2.82
1140,3.52,3.52,2.82
1140,3.52,3.52,2.82
1140,3.52,3.52,2.82
1140,3.53,3.53,2.82
1140,3.53,3.53,2.82
1140,3.53,3.53,2.83
1140,3.53,3.53,2.83
1140,3.53,3.53,2.83
1140,3.53,3.53,2.83
1140,3.53,3.53,2.83
1140,3.53,3.53,2.83
1140,3.53,3.53,2.83
1140,3.54,3.54,2.83
1140,3.54,3.54,2.83
1140,3.54,3.54,2.83
1140,3.54,3.54,2.83
1140,3.54,3.54,2.83
1140,3.54,3.54,2.83
1140,3.54,3.54,2.83
1140,3.54,3.54,2.83
1140,3.55,3.55,2.83
1140,3.55,3.55,2.83
1140,3.55,3.55,2.83
1140,3.55,3.55,2.83
1140,3.55,3.55,2.83
1140,3.55,3.55,2.83
1140,3.55,3.55,2.83
1140,3.55,3.55,2.83
1140,3.56,3.56,2.83
1140,3.56,3.56,2.83
1140,3.56,3.56,2.83
1140,3.56,3.56,2.83
1140,3.56,3.56,2.83
1140,3.56,3.56,2.83
1140,3.56,3.56,2.83
1140,3.56,3.56,2.83
1140,3.56,3.56,2.83
1140,3.57,3.57,2.83
1140,3.57,3.57,2.83
1140,3.57,3.57,2.83
1140,3.57,3.57,2.83
1140,3.57,3.57,2.83
1140,3.57,3.57,2.84
1140,3.57,3.57,2.84
1150,3.57,3.57,2.84
1150,3.58,3.58,2.84
1150,3.58,3.58,2.84
1150,3.58,3.58,2.84
1150,3.58,3.58,2.84
1150,3.58,3.58,2.84
1150,3.58,3.58,2.84
1150,3.58,3.58,2.84
1150,3.58,3.58,2.84
1150,3.59,3.59,2.84
1150,3.59,3.59,2.85
1150,3.59,3.59,2.85
1150,3.59,3.59,2.85
1150,3.59,3.59,2.85
1150,3.59,3.59,2.85
1150,3.59,3.59,2.85
1150,3.59,3.59,2.85
1150,3.59,3.59,2.85
1150,3.60,3.60,2.85
1150,3.60,3.60,2.85
1150,3.60,3.60,2.85
1150,3.60,3.60,2.85
1150,3.60,3.60,2.85
1150,3.60,3.60,2.85
1150,3.60,3.60,2.85
1150,3.60,3.60,2.85
1150,3.61,3.61,2.86
1150,3.61,3.61,2.86
1150,3.61,3.61,2.86
1150,3.61,3.61,2.86
1150,3.61,3.61,2.86
1150,3.61,3.61,2.86
1150,3.61,3.61,2.86
1150,3.61,3.61,2.86
1150,3.62,3.62,2.86
1150,3.62,3.62,2.86
1150,3.62,3.62,2.86
1150,3.62,3.62,2.86
1150,3.62,3.62,2.86
1160,3.62,3.62,2.86
1160,3.62,3.62,2.86
1160,3.62,3.62,2.86
1160,3.62,3.62,2.87
1160,3.63,3.63,2.87
1160,3.63,3.63,2.87
1160,3.63,3.63,2.87
1160,3.63,3.63,2.87
1160,3.63,3.63,2.87
1160,3.63,3.63,2.87
1160,3.63,3.63,2.87
1160,3.63,3.63,2.87
1160,3.64,3.64,2.87
1160,3.64,3.64,2.87
1160,3.64,3.64,2.87
1160,3.64,3.64,2.87
1160,3.64,3.64,2.87
1160,3.64,3.64,2.87
1160,3.64,3.64,2.88
1160,3.64,3.64,2.88
1160,3.65,3.65,2.88
1160,3.65,3.65,2.88
1160,3.65,3.65,2.88
1160,3.65,3.65,2.88
1160,3.65,3.65,2.88
1160,3.65,3.65,2.88
1160,3.65,3.65,2.88
1160,3.65,3.65,2.88
1160,3.65,3.65,2.88
1160,3.66,3.66,2.88
1160,3.66,3.66,2.88
1160,3.66,3.66,2.88
1160,3.66,3.66,2.88
1160,3.66,3.66,2.88
1160,3.66,3.66,2.89
1160,3.66,3.66,2.89
1170,3.66,3.66,2.89
1170,3.67,3.67,2.89
1170,3.67,3.67,2.89
1170,3.67,3.67,2.89
1170,3.67,3.67,2.89
1170,3.67,3.67,2.89
1170,3.67,3.67,2.89
1170,3.67,3.67,2.89
1170,3.67,3.67,2.89
1170,3.68,3.68,2.89
1170,3.68,3.68,2.89
1170,3.68,3.68,2.89
1170,3.68,3.68,2.89
1170,3.68,3.68,2.89
1170,3.68,3.68,2.90
1170,3.68,3.68,2.90
1170,3.68,3.68,2.90
1170,3.68,3.68,2.90
1170,3.69,3.69,2.90
1170,3.69,3.69,2.90
1170,3.69,3.69,2.90
1170,3.69,3.69,2.90
1170,3.69,3.69,2.90
1170,3.69,3.69,2.90
1170,3.69,3.69,2.90
1170,3.69,3.69,2.91
1170,3.70,3.70,2.91
1170,3.70,3.70,2.91
1170,3.70,3.70,2.91
1170,3.70,3.70,2.91
1170,3.70,3.70,2.91
1170,3.70,3.70,2.91
1170,3.70,3.70,2.91
1180,3.70,3.70,2.91
1180,3.71,3.71,2.91
1180,3.71,3.71,2.91
1180,3.71,3.71,2.92
1180,3.71,3.71,2.92
1180,3.71,3.71,2.92
1180,3.71,3.71,2.92
1180,3.71,3.71,2.92
1180,3.71,3.71,2.92
1180,3.71,3.71,2.92
1180,3.72,3.72,2.92
1180,3.72,3.72,2.92
1180,3.72,3.72,2.92
1180,3.72,3.72,2.92
1180,3.72,3.72,2.92
1180,3.72,3.72,2.93
1180,3.72,3.72,2.92
1180,3.72,3.72,2.92
1180,3.73,3.73,2.93
1180,3.73,3.73,2.93
1180,3.73,3.73,2.93
1180,3.73,3.73,2.93
1180,3.73,3.73,2.93
1180,3.73,3.73,2.93
1180,3.73,3.73,2.93
1180,3.73,3.73,2.93
1180,3.74,3.74,2.93
1180,3.74,3.74,2.93
1180,3.74,3.74,2.93
1180,3.74,3.74,2.93
1180,3.74,3.74,2.93
1180,3.74,3.74,2.94
1180,3.74,3.74,2.94
1180,3.74,3.74,2.94
1190,3.74,3.74,2.94
1190,3.75,3.75,2.94
1190,3.75,3.75,2.94
1190,3.75,3.75,2.94
1190,3.75,3.75,2.94
1190,3.75,3.75,2.94
1190,3.75,3.75,2.94
1190,3.75,3.75,2.94
1190,3.75,3.75,2.94
1190,3.76,3.76,2.94
1190,3.76,3.76,2.94
1190,3.76,3.76,2.95
1190,3.76,3.76,2.95
1190,3.76,3.76,2.95
1190,3.76,3.76,2.95
1190,3.76,3.76,2.95
1190,3.76,3.76,2.95
1190,3.77,3.77,2.95
1190,3.77,3.77,2.95
1190,3.77,3.77,2.95
1190,3.77,3.77,2.95
1190,3.77,3.77,2.95
1190,3.77,3.77,2.95
1190,3.77,3.77,2.96
1190,3.77,3.77,2.96
1190,3.77,3.77,2.96
1190,3.78,3.78,2.96
1190,3.78,3.78,2.96
1190,3.78,3.78,2.96
1190,3.78,3.78,2.96
1190,3.78,3.78,2.96
1190,3.78,3.78,2.96
1200,3.78,3.78,2.96
1200,3.78,3.78,2.96
1200,3.79,3.79,2.96
1200,3.79,3.79,2.96
1200,3.79,3.79,2.96
1200,3.79,3.79,2.96
1200,3.79,3.79,2.97
1200,3.79,3.79,2.97
1200,3.79,3.79,2.97
1200,3.79,3.79,2.97
1200,3.80,3.80,2.97
1200,3.80,3.80,2.97
1200,3.80,3.80,2.97
1200,3.80,3.80,2.97
1200,3.80,3.80,2.97
1200,3.80,3.80,2.97
1200,3.80,3.80,2.97
1200,3.80,3.80,2.98
1200,3.80,3.80,2.98
1200,3.81,3.81,2.98
1200,3.81,3.81,2.98
1200,3.81,3.81,2.98
1200,3.81,3.81,2.98
1200,3.81,3.81,2.98
1200,3.81,3.81,2.98
1200,3.81,3.81,2.98
1200,3.81,3.81,2.98
1200,3.82,3.82,2.98
1200,3.82,3.82,2.98
1200,3.82,3.82,2.98
1200,3.82,3.82,2.98
1200,3.82,3.82,2.98
1200,3.82,3.82,2.99
1200,3.82,3.82,2.99
1210,3.82,3.82,2.99
1210,3.83,3.83,2.99
1210,3.83,3.83,2.99
1210,3.83,3.83,2.99
1210,3.83,3.83,2.99
1210,3.83,3.83,2.99
1210,3.83,3.83,2.99
1210,3.83,3.83,2.99
1210,3.83,3.83,2.99
1210,3.83,3.83,2.99
1210,3.84,3.84,2.99
1210,3.84,3.84,2.99
1210,3.84,3.84,3.00
1210,3.84,3.84,2.99
1210,3.84,3.84,3.00
1210,3.84,3.84,3.00
1210,3.84,3.84,3.00
1210,3.84,3.84,3.00
1210,3.85,3.85,3.00
1210,3.85,3.85,3.00
1210,3.85,3.85,3.00
1210,3.85,3.85,3.00
1210,3.85,3.85,3.00
1210,3.85,3.85,3.00
1210,3.85,3.85,3.00
1210,3.85,3.85,3.00
1210,3.86,3.86,3.01
1210,3.86,3.86,3.01
1210,3.86,3.86,3.01
1210,3.86,3.86,3.01
1210,3.86,3.86,3.01
1210,3.86,3.86,3.01
1210,3.86,3.86,3.01
1210,3.86,3.86,3.01
1210,3.86,3.86,3.01
1210,3.87,3.87,3.01
1220,3.87,3.87,3.01
1220,3.87,3.87,3.01
1220,3.87,3.87,3.01
1220,3.87,3.87,3.02
1220,3.87,3.87,3.01
1220,3.87,3.87,3.01
1220,3.87,3.87,3.02
1220,3.88,3.88,3.02
1220,3.88,3.88,3.02
1220,3.88,3.88,3.02
1220,3.88,3.88,3.02
1220,3.88,3.88,3.02
1220,3.88,3.88,3.02
1220,3.88,3.88,3.02
1220,3.88,3.88,3.02
1220,3.89,3.89,3.02
1220,3.89,3.89,3.02
1220,3.89,3.89,3.02
1220,3.89,3.89,3.03
1220,3.89,3.89,3.03
1220,3.89,3.89,3.03
1220,3.89,3.89,3.03
1220,3.89,3.89,3.03
1220,3.89,3.89,3.03
1220,3.90,3.90,3.03
1220,3.90,3.90,3.03
1220,3.90,3.90,3.03
1220,3.90,3.90,3.03
1220,3.90,3.90,3.03
1220,3.90,3.90,3.04
1220,3.90,3.90,3.04
1220,3.90,3.90,3.04
1230,3.91,3.91,3.04
1230,3.91,3.91,3.04
1230,3.91,3.91,3.04
1230,3.91,3.91,3.04
1230,3.91,3.91,3.04
1230,3.91,3.91,3.04
1230,3.91,3.91,3.04
1230,3.91,3.91,3.04
1230,3.92,3.92,3.04
1230,3.92,3.92,3.04
1230,3.92,3.92,3.04
1230,3.92,3.92,3.04
1230,3.92,3.92,3.05
1230,3.92,3.92,3.05
1230,3.92,3.92,3.05
1230,3.92,3.92,3.05
1230,3.92,3.92,3.05
1230,3.93,3.93,3.05
1230,3.93,3.93,3.05
1230,3.93,3.93,3.05
1230,3.93,3.93,3.05
1230,3.93,3.93,3.05
1230,3.93,3.93,3.05
1230,3.93,3.93,3.05
1230,3.93,3.93,3.05
1230,3.94,3.94,3.05
1230,3.94,3.94,3.06
1230,3.94,3.94,3.06
1230,3.94,3.94,3.06
1230,3.94,3.94,3.06
1230,3.94,3.94,3.06
1230,3.94,3.94,3.06
1230,3.94,3.94,3.06
1230,3.95,3.95,3.06
1240,3.95,3.95,3.06
1240,3.95,3.95,3.06
1240,3.95,3.95,3.06
1240,3.95,3.95,3.06
1240,3.95,3.95,3.06
1240,3.95,3.95,3.07
1240,3.95,3.95,3.07
1240,3.95,3.95,3.07
1240,3.96,3.96,3.07
1240,3.96,3.96,3.07
1240,3.96,3.96,3.07
1240,3.96,3.96,3.07
1240,3.96,3.96,3.07
1240,3.96,3.96,3.07
1240,3.96,3.96,3.07
1240,3.96,3.96,3.07
1240,3.97,3.97,3.07
1240,3.97,3.97,3.07
1240,3.97,3.97,3.07
1240,3.97,3.97,3.07
1240,3.97,3.97,3.08
1240,3.97,3.97,3.08
1240,3.97,3.97,3.08
1240,3.97,3.97,3.08
1240,3.98,3.98,3.08
1240,3.98,3.98,3.08
1240,3.98,3.98,3.08
1240,3.98,3.98,3.08
1240,3.98,3.98,3.08
1240,3.98,3.98,3.08
1240,3.98,3.98,3.08
1240,3.98,3.98,3.08
1250,3.98,3.98,3.09
1250,3.99,3.99,3.09
1250,3.99,3.99,3.09
1250,3.99,3.99,3.09
1250,3.99,3.99,3.09
1250,3.99,3.99,3.09
1250,3.99,3.99,3.09
1250,3.99,3.99,3.09
1250,3.99,3.99,3.09
1250,4.00,4.00,3.09
1250,4.00,4.00,3.09
1250,4.00,4.00,3.09
1250,4.00,4.00,3.10
1250,4.00,4.00,3.10
1250,4.00,4.00,3.10
1250,4.00,4.00,3.10
1250,4.00,4.00,3.10
1250,4.01,4.01,3.10
1250,4.01,4.01,3.10
1250,4.01,4.01,3.10
1250,4.01,4.01,3.10
1250,4.01,4.01,3.10
1250,4.01,4.01,3.10
1250,4.01,4.01,3.10
1250,4.01,4.01,3.10
1250,4.01,4.01,3.10
1250,4.02,4.02,3.11
1250,4.02,4.02,3.11
1250,4.02,4.02,3.11
1250,4.02,4.02,3.11
1250,4.02,4.02,3.11
1250,4.02,4.02,3.11
1250,4.02,4.02,3.11
1250,4.02,4.02,3.11
1250,4.03,4.03,3.11
1260,4.03,4.03,3.11
1260,4.03,4.03,3.11
1260,4.03,4.03,3.11
1260,4.03,4.03,3.11
1260,4.03,4.03,3.11
1260,4.03,4.03,3.12
1260,4.03,4.03,3.12
1260,4.04,4.04,3.12
1260,4.04,4.04,3.12
1260,4.04,4.04,3.12
1260,4.04,4.04,3.12
1260,4.04,4.04,3.12
1260,4.04,4.04,3.12
1260,4.04,4.04,3.12
1260,4.04,4.04,3.12
1260,4.04,4.04,3.12
1260,4.05,4.05,3.13
1260,4.05,4.05,3.13
1260,4.05,4.05,3.13
1260,4.05,4.05,3.13
1260,4.05,4.05,3.13
1260,4.05,4.05,3.13
1260,4.05,4.05,3.13
1260,4.05,4.05,3.13
1260,4.06,4.06,3.13
1260,4.06,4.06,3.13
1260,4.06,4.06,3.13
1270,4.06,4.06,3.14
1270,4.06,4.06,3.14
1270,4.06,4.06,3.14
1270,4.06,4.06,3.14
1270,4.06,4.06,3.14
1270,4.07,4.07,3.14
1270,4.07,4.07,3.14
1270,4.07,4.07,3.14
1270,4.07,4.07,3.14
1270,4.07,4.07,3.14
1270,4.07,4.07,3.14
1270,4.07,4.07,3.15
1270,4.07,4.07,3.15
1270,4.08,4.08,3.15
1270,4.08,4.08,3.15
1270,4.08,4.08,3.15
1270,4.08,4.08,3.15
1270,4.08,4.08,3.15
1270,4.08,4.08,3.15
1270,4.08,4.08,3.15
1270,4.08,4.08,3.15
1270,4.08,4.08,3.15
1270,4.09,4.09,3.16
1270,4.09,4.09,3.16
1270,4.09,4.09,3.16
1270,4.09,4.09,3.16
1270,4.09,4.09,3.16
1280,4.09,4.09,3.16
1280,4.09,4.09,3.16
1280,4.09,4.09,3.16
1280,4.10,4.10,3.16
1280,4.10,4.10,3.16
1280,4.10,4.10,3.16
1280,4.10,4.10,3.17
1280,4.10,4.10,3.17
1280,4.10,4.10,3.17
1280,4.10,4.10,3.17
1280,4.10,4.10,3.17
1280,4.10,4.10,3.17
1280,4.11,4.11,3.17
1280,4.11,4.11,3.17
1280,4.11,4.11,3.17
1280,4.11,4.11,3.17
1280,4.11,4.11,3.18
1280,4.11,4.11,3.18
1280,4.11,4.11,3.18
1280,4.11,4.11,3.18
1280,4.12,4.12,3.18
1280,4.12,4.12,3.18
1280,4.12,4.12,3.18
1280,4.12,4.12,3.18
1280,4.12,4.12,3.18
1280,4.12,4.12,3.18
1290,4.12,4.12,3.19
1290,4.12,4.12,3.19
1290,4.13,4.13,3.19
1290,4.13,4.13,3.19
1290,4.13,4.13,3.19
1290,4.13,4.13,3.19
1290,4.13,4.13,3.19
1290,4.13,4.13,3.19
1290,4.13,4.13,3.19
1290,4.13,4.13,3.19
1290,4.13,4.13,3.19
1290,4.14,4.14,3.19
1290,4.14,4.14,3.20
1290,4.14,4.14,3.20
1290,4.14,4.14,3.20
1290,4.14,4.14,3.20
1290,4.14,4.14,3.20
1290,4.14,4.14,3.20
1290,4.14,4.14,3.20
1290,4.14,4.14,3.20
1290,4.15,4.15,3.20
1290,4.15,4.15,3.20
1290,4.15,4.15,3.20
1290,4.15,4.15,3.21
1290,4.15,4.15,3.21
1290,4.15,4.15,3.21
1290,4.15,4.15,3.21
1300,4.16,4.16,3.21
1300,4.16,4.16,3.21
1300,4.16,4.16,3.21
1300,4.16,4.16,3.21
1300,4.16,4.16,3.21
1300,4.16,4.16,3.21
1300,4.16,4.16,3.22
1300,4.16,4.16,3.22
1300,4.16,4.16,3.22
1300,4.17,4.17,3.22
1300,4.17,4.17,3.22
1300,4.17,4.17,3.22
1300,4.17,4.17,3.22
1300,4.17,4.17,3.22
1300,4.17,4.17,3.23
1300,4.17,4.17,3.23
1300,4.17,4.17,3.23
1300,4.18,4.18,3.23
1300,4.18,4.18,3.23
1300,4.18,4.18,3.23
1300,4.18,4.18,3.23
1300,4.18,4.18,3.23
1300,4.18,4.18,3.23
1300,4.18,4.18,3.23
1300,4.18,4.18,3.23
1300,4.19,4.19,3.23
1310,4.19,4.19,3.24
1310,4.19,4.19,3.24
1310,4.19,4.19,3.24
1310,4.19,4.19,3.24
1310,4.19,4.19,3.24
1310,4.19,4.19,3.24
1310,4.19,4.19,3.24
1310,4.19,4.19,3.24
1310,4.20,4.20,3.24
1310,4.20,4.20,3.24
1310,4.20,4.20,3.25
1310,4.20,4.20,3.25
1310,4.20,4.20,3.25
1310,4.20,4.20,3.25
1310,4.20,4.20,3.25
1310,4.20,4.20,3.25
1310,4.21,4.21,3.25
1310,4.21,4.21,3.25
1310,4.21,4.21,3.25
1310,4.21,4.21,3.25
1310,4.21,4.21,3.26
1310,4.21,4.21,3.26
1310,4.21,4.21,3.26
1320,4.21,4.21,3.26
1320,4.22,4.22,3.26
1320,4.22,4.22,3.26
1320,4.22,4.22,3.26
1320,4.22,4.22,3.26
1320,4.22,4.22,3.26
1320,4.22,4.22,3.27
1320,4.22,4.22,3.27
1320,4.22,4.22,3.27
1320,4.23,4.23,3.27
1320,4.23,4.23,3.27
1320,4.23,4.23,3.27
1320,4.23,4.23,3.27
1320,4.23,4.23,3.27
1320,4.23,4.23,3.27
1320,4.23,4.23,3.27
1320,4.23,4.23,3.27
1320,4.23,4.23,3.28
1320,4.24,4.24,3.28
1320,4.24,4.24,3.28
1320,4.24,4.24,3.28
1320,4.24,4.24,3.28
1320,4.24,4.24,3.28
1320,4.24,4.24,3.28
1320,4.24,4.24,3.28
1320,4.24,4.24,3.28
1330,4.25,4.25,3.29
1330,4.25,4.25,3.29
1330,4.25,4.25,3.29
1330,4.25,4.25,3.29
1330,4.25,4.25,3.29
1330,4.25,4.25,3.29
1330,4.25,4.25,3.29
1330,4.25,4.25,3.30
1330,4.26,4.26,3.30
1330,4.26,4.26,3.29
1330,4.26,4.26,3.30
1330,4.26,4.26,3.30
1330,4.26,4.26,3.30
1330,4.26,4.26,3.30
1330,4.26,4.26,3.30
1330,4.26,4.26,3.30
1330,4.26,4.26,3.30
1330,4.27,4.27,3.30
1330,4.27,4.27,3.30
1330,4.27,4.27,3.31
1330,4.27,4.27,3.31
1330,4.27,4.27,3.31
1330,4.27,4.27,3.31
1340,4.27,4.27,3.31
1340,4.27,4.27,3.31
1340,4.28,4.28,3.31
1340,4.28,4.28,3.31
1340,4.28,4.28,3.31
1340,4.28,4.28,3.32
1340,4.28,4.28,3.32
1340,4.28,4.28,3.32
1340,4.28,4.28,3.32
1340,4.28,4.28,3.32
1340,4.28,4.28,3.32
1340,4.29,4.29,3.32
1340,4.29,4.29,3.32
1340,4.29,4.29,3.32
1340,4.29,4.29,3.32
1340,4.29,4.29,3.33
1340,4.29,4.29,3.33
1340,4.29,4.29,3.33
1340,4.29,4.29,3.33
1340,4.30,4.30,3.33
1340,4.30,4.30,3.33
1340,4.30,4.30,3.33
1340,4.30,4.30,3.33
1340,4.30,4.30,3.33
1350,4.30,4.30,3.33
1350,4.30,4.30,3.34
1350,4.30,4.30,3.34
1350,4.31,4.31,3.34
1350,4.31,4.31,3.34
1350,4.31,4.31,3.34
1350,4.31,4.31,3.34
1350,4.31,4.31,3.34
1350,4.31,4.31,3.34
1350,4.31,4.31,3.34
1350,4.31,4.31,3.35
1350,4.31,4.31,3.35
1350,4.32,4.32,3.35
1350,4.32,4.32,3.35
1350,4.32,4.32,3.35
1350,4.32,4.32,3.35
1350,4.32,4.32,3.35
1350,4.32,4.32,3.35
1350,4.32,4.32,3.35
1350,4.32,4.32,3.36
1350,4.33,4.33,3.36
1350,4.33,4.33,3.36
1350,4.33,4.33,3.36
1360,4.33,4.33,3.36
1360,4.33,4.33,3.36
1360,4.33,4.33,3.36
1360,4.33,4.33,3.36
1360,4.33,4.33,3.36
1360,4.34,4.34,3.36
1360,4.34,4.34,3.36
1360,4.34,4.34,3.37
1360,4.34,4.34,3.37
1360,4.34,4.34,3.37
1360,4.34,4.34,3.37
1360,4.34,4.34,3.37
1360,4.34,4.34,3.37
1360,4.34,4.34,3.37
1360,4.35,4.35,3.37
1360,4.35,4.35,3.37
1360,4.35,4.35,3.37
1360,4.35,4.35,3.38
1360,4.35,4.35,3.38
1360,4.35,4.35,3.38
1360,4.35,4.35,3.38
1360,4.35,4.35,3.38
1360,4.36,4.36,3.38
1360,4.36,4.36,3.38
1360,4.36,4.36,3.38
1360,4.36,4.36,3.38
1370,4.36,4.36,3.38
1370,4.36,4.36,3.39
1370,4.36,4.36,3.39
1370,4.36,4.36,3.39
1370,4.37,4.37,3.39
1370,4.37,4.37,3.39
1370,4.37,4.37,3.39
1370,4.37,4.37,3.39
1370,4.37,4.37,3.39
1370,4.37,4.37,3.39
1370,4.37,4.37,3.39
1370,4.37,4.37,3.40
1370,4.38,4.38,3.40
1370,4.38,4.38,3.40
1370,4.38,4.38,3.40
1370,4.38,4.38,3.40
1370,4.38,4.38,3.40
1370,4.38,4.38,3.40
1370,4.38,4.38,3.40
1370,4.38,4.38,3.40
1370,4.38,4.38,3.40
1370,4.39,4.39,3.40
1370,4.39,4.39,3.41
1380,4.39,4.39,3.41
1380,4.39,4.39,3.41
1380,4.39,4.39,3.41
1380,4.39,4.39,3.41
1380,4.39,4.39,3.41
1380,4.39,4.39,3.42
1380,4.39,4.39,3.41
1380,4.40,4.40,3.41
1380,4.40,4.40,3.42
1380,4.40,4.40,3.42
1380,4.40,4.40,3.42
1380,4.40,4.40,3.42
1380,4.40,4.40,3.42
1380,4.40,4.40,3.42
1380,4.40,4.40,3.42
