Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
37.5	18.7	1.53	62.3	3.74
37.5	18.7	1.53	62.3	3.74
37.5	18.7	1.53	62.4	3.75
36.7	18.7	1.49	62.4	3.75
37.5	18.7	1.53	62.4	3.75
36.7	18.7	1.50	62.4	3.75
37.5	18.7	1.53	62.5	3.75
37.5	18.8	1.53	62.5	3.75
37.5	18.8	1.53	62.5	3.76
37.5	18.8	1.53	62.6	3.76
37.5	18.8	1.53	62.6	3.76
37.5	18.8	1.53	62.6	3.76
37.5	18.8	1.53	62.7	3.76
37.5	18.8	1.53	62.7	3.77
37.5	18.8	1.53	62.7	3.77
37.5	18.8	1.53	62.7	3.77
37.5	18.8	1.53	62.8	3.77
37.5	18.8	1.53	62.8	3.77
37.5	18.9	1.53	62.8	3.77
37.5	18.9	1.53	62.9	3.78
37.5	18.9	1.53	62.9	3.78
37.5	18.9	1.53	62.9	3.78
37.5	18.9	1.53	63.0	3.78
37.5	18.9	1.53	63.0	3.78
37.5	18.9	1.53	63.0	3.79
37.5	18.9	1.53	63.0	3.79
37.5	18.9	1.53	63.1	3.79
38.0	18.9	1.54	63.1	3.79
37.5	18.9	1.53	63.1	3.79
37.5	19.0	1.53	63.2	3.79
37.5	19.0	1.53	63.2	3.80
37.5	19.0	1.53	63.2	3.80
37.5	19.0	1.53	63.3	3.80
37.5	19.0	1.53	63.3	3.80
37.7	19.0	1.53	63.3	3.80
38.1	19.0	1.55	63.3	3.80
37.5	19.0	1.53	63.4	3.81
37.5	19.0	1.53	63.4	3.81
38.0	19.0	1.55	63.4	3.81
38.3	19.0	1.56	63.5	3.81
37.5	19.0	1.53	63.5	3.81
38.3	19.1	1.56	63.5	3.82
38.3	19.1	1.56	63.6	3.82
38.3	19.1	1.56	63.6	3.82
38.3	19.1	1.56	63.6	3.82
38.3	19.1	1.56	63.6	3.82
37.9	19.1	1.54	63.7	3.82
38.3	19.1	1.56	63.7	3.83
38.3	19.1	1.56	63.7	3.83
37.5	19.1	1.53	63.8	3.83
38.3	19.1	1.56	63.8	3.83
38.3	19.1	1.56	63.8	3.83
38.3	19.2	1.56	63.9	3.84
38.3	19.2	1.56	63.9	3.84
38.3	19.2	1.56	63.9	3.84
38.3	19.2	1.56	63.9	3.84
38.3	19.2	1.56	64.0	3.84
38.3	19.2	1.56	64.0	3.84
38.3	19.2	1.56	64.0	3.85
38.3	19.2	1.56	64.1	3.85
38.3	19.2	1.56	64.1	3.85
38.3	19.2	1.56	64.1	3.85
38.3	19.2	1.56	64.1	3.85
38.3	19.3	1.56	64.2	3.86
38.3	19.3	1.56	64.2	3.86
38.3	19.3	1.56	64.2	3.86
38.3	19.3	1.56	64.3	3.86
38.3	19.3	1.56	64.3	3.86
38.3	19.3	1.56	64.3	3.86
38.3	19.3	1.56	64.4	3.87
38.3	19.3	1.56	64.4	3.87
38.3	19.3	1.56	64.4	3.87
38.3	19.3	1.56	64.5	3.87
38.3	19.3	1.56	64.5	3.87
38.3	19.4	1.56	64.5	3.87
38.3	19.4	1.56	64.5	3.88
38.3	19.4	1.56	64.6	3.88
38.3	19.4	1.56	64.6	3.88
38.3	19.4	1.56	64.6	3.88
38.3	19.4	1.56	64.7	3.88
38.3	19.4	1.56	64.7	3.89
38.3	19.4	1.56	64.7	3.89
38.3	19.4	1.56	64.7	3.89
38.8	19.4	1.58	64.8	3.89
38.3	19.4	1.56	64.8	3.89
38.3	19.5	1.56	64.8	3.89
38.3	19.5	1.56	64.9	3.90
38.3	19.5	1.56	64.9	3.90
39.2	19.5	1.59	64.9	3.90
39.2	19.5	1.59	65.0	3.90
39.2	19.5	1.59	65.0	3.90
39.2	19.5	1.59	65.0	3.91
38.8	19.5	1.58	65.0	3.91
38.3	19.5	1.56	65.1	3.91
38.3	19.5	1.56	65.1	3.91
39.2	19.5	1.59	65.1	3.91
39.2	19.6	1.59	65.2	3.91
39.2	19.6	1.59	65.2	3.92
39.2	19.6	1.59	65.2	3.92
39.2	19.6	1.59	65.3	3.92
39.2	19.6	1.59	65.3	3.92
39.2	19.6	1.59	65.3	3.92
39.2	19.6	1.59	65.3	3.93
39.2	19.6	1.59	65.4	3.93
39.2	19.6	1.59	65.4	3.93
39.2	19.6	1.59	65.4	3.93
39.2	19.6	1.59	65.5	3.93
39.2	19.6	1.59	65.5	3.93
39.2	19.7	1.59	65.5	3.94
39.2	19.7	1.59	65.6	3.94
39.2	19.7	1.59	65.6	3.94
39.2	19.7	1.59	65.6	3.94
39.2	19.7	1.59	65.6	3.94
39.2	19.7	1.59	65.7	3.94
39.2	19.7	1.59	65.7	3.95
39.2	19.7	1.59	65.7	3.95
39.2	19.7	1.59	65.8	3.95
39.2	19.7	1.59	65.8	3.95
39.2	19.7	1.59	65.8	3.95
39.2	19.8	1.59	65.9	3.96
39.2	19.8	1.59	65.9	3.96
39.2	19.8	1.59	65.9	3.96
39.2	19.8	1.59	65.9	3.96
39.2	19.8	1.59	66.0	3.96
39.2	19.8	1.59	66.0	3.96
39.2	19.8	1.59	66.0	3.97
39.2	19.8	1.59	66.1	3.97
39.2	19.8	1.59	66.1	3.97
39.2	19.8	1.59	66.1	3.97
39.2	19.8	1.59	66.2	3.97
39.2	19.9	1.59	66.2	3.98
39.2	19.9	1.59	66.2	3.98
39.4	19.9	1.60	66.2	3.98
39.3	19.9	1.60	66.3	3.98
40.0	19.9	1.63	66.3	3.98
39.2	19.9	1.59	66.3	3.98
39.2	19.9	1.59	66.4	3.99
39.2	19.9	1.59	66.4	3.99
39.7	19.9	1.62	66.4	3.99
40.0	19.9	1.63	66.5	3.99
40.0	19.9	1.63	66.5	3.99
40.0	20.0	1.63	66.5	3.99
40.0	20.0	1.63	66.5	4.00
40.0	20.0	1.63	66.6	4.00
39.2	20.0	1.59	66.6	4.00
39.9	20.0	1.62	66.6	4.00
40.0	20.0	1.63	66.7	4.00
40.0	20.0	1.63	66.7	4.01
40.0	20.0	1.63	66.7	4.01
40.0	20.0	1.63	66.8	4.01
40.0	20.0	1.63	66.8	4.01
40.0	20.0	1.63	66.8	4.01
40.0	20.1	1.63	66.8	4.01
40.0	20.1	1.63	66.9	4.02
40.0	20.1	1.63	66.9	4.02
40.0	20.1	1.63	66.9	4.02
40.0	20.1	1.63	67.0	4.02
40.0	20.1	1.63	67.0	4.02
40.0	20.1	1.63	67.0	4.03
40.0	20.1	1.63	67.0	4.03
40.0	20.1	1.63	67.1	4.03
40.0	20.1	1.63	67.1	4.03
40.0	20.1	1.63	67.1	4.03
40.0	20.2	1.63	67.2	4.03
40.0	20.2	1.63	67.2	4.04
40.0	20.2	1.63	67.2	4.04
40.0	20.2	1.63	67.3	4.04
40.0	20.2	1.63	67.3	4.04
40.0	20.2	1.63	67.3	4.04
40.0	20.2	1.63	67.3	4.05
40.0	20.2	1.63	67.4	4.05
40.0	20.2	1.63	67.4	4.05
40.0	20.2	1.63	67.4	4.05
40.0	20.2	1.63	67.5	4.05
40.0	20.2	1.63	67.5	4.05
40.0	20.3	1.63	67.5	4.06
40.0	20.3	1.63	67.6	4.06
40.0	20.3	1.63	67.6	4.06
40.0	20.3	1.63	67.6	4.06
40.0	20.3	1.63	67.6	4.06
40.0	20.3	1.63	67.7	4.06
40.0	20.3	1.63	67.7	4.07
40.0	20.3	1.63	67.7	4.07
40.0	20.3	1.63	67.8	4.07
40.0	20.3	1.63	67.8	4.07
40.0	20.3	1.63	67.8	4.07
40.0	20.4	1.63	67.9	4.08
40.0	20.4	1.63	67.9	4.08
40.8	20.4	1.66	67.9	4.08
40.8	20.4	1.66	67.9	4.08
40.8	20.4	1.66	68.0	4.08
40.2	20.4	1.64	68.0	4.08
40.8	20.4	1.66	68.0	4.09
40.8	20.4	1.66	68.1	4.09
40.8	20.4	1.66	68.1	4.09
40.8	20.4	1.66	68.1	4.09
40.8	20.4	1.66	68.2	4.09
40.6	20.5	1.65	68.2	4.10
40.0	20.5	1.63	68.2	4.10
40.8	20.5	1.66	68.2	4.10
40.8	20.5	1.66	68.3	4.10
40.8	20.5	1.66	68.3	4.10
40.8	20.5	1.66	68.3	4.10
40.8	20.5	1.66	68.4	4.11
40.8	20.5	1.66	68.4	4.11
40.8	20.5	1.66	68.4	4.11
40.8	20.5	1.66	68.5	4.11
40.8	20.5	1.66	68.5	4.11
40.8	20.6	1.66	68.5	4.12
40.8	20.6	1.66	68.5	4.12
40.8	20.6	1.66	68.6	4.12
40.8	20.6	1.66	68.6	4.12
40.8	20.6	1.66	68.6	4.12
40.8	20.6	1.66	68.7	4.12
40.8	20.6	1.66	68.7	4.13
40.8	20.6	1.66	68.7	4.13
40.8	20.6	1.66	68.8	4.13
40.8	20.6	1.66	68.8	4.13
40.8	20.6	1.66	68.8	4.13
40.8	20.7	1.66	68.8	4.13
40.8	20.7	1.66	68.9	4.14
40.8	20.7	1.66	68.9	4.14
40.8	20.7	1.66	68.9	4.14
40.8	20.7	1.66	69.0	4.14
40.8	20.7	1.66	69.0	4.14
40.8	20.7	1.66	69.0	4.15
40.8	20.7	1.66	69.1	4.15
40.8	20.7	1.66	69.1	4.15
40.8	20.7	1.66	69.1	4.15
40.8	20.7	1.66	69.1	4.15
40.8	20.8	1.66	69.2	4.15
40.8	20.8	1.66	69.2	4.16
40.8	20.8	1.66	69.2	4.16
40.8	20.8	1.66	69.3	4.16
40.8	20.8	1.66	69.3	4.16
40.8	20.8	1.66	69.3	4.16
41.6	20.8	1.69	69.4	4.17
41.7	20.8	1.70	69.4	4.17
40.9	20.8	1.66	69.4	4.17
41.7	20.8	1.70	69.4	4.17
41.7	20.8	1.70	69.5	4.17
41.7	20.8	1.70	69.5	4.17
41.7	20.9	1.70	69.5	4.18
41.3	20.9	1.68	69.6	4.18
41.1	20.9	1.67	69.6	4.18
41.7	20.9	1.70	69.6	4.18
40.8	20.9	1.66	69.6	4.18
41.6	20.9	1.69	69.7	4.18
41.7	20.9	1.70	69.7	4.19
41.0	20.9	1.67	69.7	4.19
41.7	20.9	1.70	69.8	4.19
41.7	20.9	1.70	69.8	4.19
41.7	20.9	1.70	69.8	4.19
41.7	21.0	1.70	69.9	4.20
41.7	21.0	1.70	69.9	4.20
41.7	21.0	1.70	69.9	4.20
41.7	21.0	1.70	69.9	4.20
41.7	21.0	1.70	70.0	4.20
41.7	21.0	1.70	70.0	4.20
41.7	21.0	1.70	70.0	4.21
41.7	21.0	1.70	70.1	4.21
41.7	21.0	1.70	70.1	4.21
41.7	21.0	1.70	70.1	4.21
41.7	21.0	1.70	70.2	4.21
41.7	21.1	1.70	70.2	4.22
41.7	21.1	1.70	70.2	4.22
41.7	21.1	1.70	70.2	4.22
41.7	21.1	1.70	70.3	4.22
41.7	21.1	1.70	70.3	4.22
41.7	21.1	1.70	70.3	4.22
42.1	21.1	1.71	70.4	4.23
41.7	21.1	1.70	70.4	4.23
41.7	21.1	1.70	70.4	4.23
41.7	21.1	1.70	70.5	4.23
41.7	21.1	1.70	70.5	4.23
41.7	21.2	1.70	70.5	4.24
41.7	21.2	1.70	70.5	4.24
42.5	21.2	1.73	70.6	4.24
41.7	21.2	1.70	70.6	4.24
41.7	21.2	1.70	70.6	4.24
41.7	21.2	1.70	70.7	4.24
42.5	21.2	1.73	70.7	4.25
42.4	21.2	1.73	70.7	4.25
41.7	21.2	1.70	70.8	4.25
41.7	21.2	1.70	70.8	4.25
42.4	21.2	1.73	70.8	4.25
42.5	21.3	1.73	70.8	4.25
42.5	21.3	1.73	70.9	4.26
42.5	21.3	1.73	70.9	4.26
42.5	21.3	1.73	70.9	4.26
42.2	21.3	1.72	71.0	4.26
42.3	21.3	1.72	71.0	4.26
42.5	21.3	1.73	71.0	4.27
42.5	21.3	1.73	71.1	4.27
42.5	21.3	1.73	71.1	4.27
42.5	21.3	1.73	71.1	4.27
41.7	21.3	1.70	71.1	4.27
41.7	21.4	1.70	71.2	4.27
42.5	21.4	1.73	71.2	4.28
42.5	21.4	1.73	71.2	4.28
42.5	21.4	1.73	71.3	4.28
42.5	21.4	1.73	71.3	4.28
42.5	21.4	1.73	71.3	4.28
42.5	21.4	1.73	71.4	4.29
42.5	21.4	1.73	71.4	4.29
42.5	21.4	1.73	71.4	4.29
42.5	21.4	1.73	71.4	4.29
42.5	21.4	1.73	71.5	4.29
42.5	21.4	1.73	71.5	4.29
42.5	21.5	1.73	71.5	4.30
42.5	21.5	1.73	71.6	4.30
42.5	21.5	1.73	71.6	4.30
42.5	21.5	1.73	71.6	4.30
42.5	21.5	1.73	71.6	4.30
42.5	21.5	1.73	71.7	4.30
42.5	21.5	1.73	71.7	4.31
42.5	21.5	1.73	71.7	4.31
42.5	21.5	1.73	71.8	4.31
42.5	21.5	1.73	71.8	4.31
42.5	21.5	1.73	71.8	4.31
42.5	21.6	1.73	71.9	4.32
42.5	21.6	1.73	71.9	4.32
42.5	21.6	1.73	71.9	4.32
42.5	21.6	1.73	71.9	4.32
42.5	21.6	1.73	72.0	4.32
42.5	21.6	1.73	72.0	4.32
42.5	21.6	1.73	72.0	4.33
42.5	21.6	1.73	72.1	4.33
42.5	21.6	1.73	72.1	4.33
42.5	21.6	1.73	72.1	4.33
42.5	21.6	1.73	72.2	4.33
42.5	21.7	1.73	72.2	4.34
42.5	21.7	1.73	72.2	4.34
42.5	21.7	1.73	72.2	4.34
42.5	21.7	1.73	72.3	4.34
42.5	21.7	1.73	72.3	4.34
43.3	21.7	1.76	72.3	4.34
43.3	21.7	1.76	72.4	4.35
42.7	21.7	1.74	72.4	4.35
42.5	21.7	1.73	72.4	4.35
42.5	21.7	1.73	72.5	4.35
42.5	21.7	1.73	72.5	4.35
43.1	21.8	1.76	72.5	4.36
42.8	21.8	1.74	72.5	4.36
43.3	21.8	1.76	72.6	4.36
43.3	21.8	1.76	72.6	4.36
43.3	21.8	1.76	72.6	4.36
43.3	21.8	1.76	72.7	4.36
43.3	21.8	1.76	72.7	4.37
43.3	21.8	1.76	72.7	4.37
43.3	21.8	1.76	72.8	4.37
43.3	21.8	1.76	72.8	4.37
43.3	21.8	1.76	72.8	4.37
43.3	21.9	1.76	72.8	4.37
43.3	21.9	1.76	72.9	4.38
43.3	21.9	1.76	72.9	4.38
43.3	21.9	1.76	72.9	4.38
43.3	21.9	1.76	73.0	4.38
43.3	21.9	1.76	73.0	4.38
43.3	21.9	1.76	73.0	4.39
43.3	21.9	1.76	73.1	4.39
43.3	21.9	1.76	73.1	4.39
43.3	21.9	1.76	73.1	4.39
43.3	21.9	1.76	73.1	4.39
43.3	22.0	1.76	73.2	4.39
43.3	22.0	1.76	73.2	4.40
43.3	22.0	1.76	73.2	4.40
43.3	22.0	1.76	73.3	4.40
43.3	22.0	1.76	73.3	4.40
43.3	22.0	1.76	73.3	4.40
43.3	22.0	1.76	73.4	4.41
43.3	22.0	1.76	73.4	4.41
44.2	22.0	1.80	73.4	4.41
43.3	22.0	1.76	73.4	4.41
43.3	22.0	1.76	73.5	4.41
43.3	22.1	1.76	73.5	4.41
43.3	22.1	1.76	73.5	4.42
43.3	22.1	1.76	73.6	4.42
43.3	22.1	1.76	73.6	4.42
43.3	22.1	1.76	73.6	4.42
43.3	22.1	1.76	73.6	4.42
43.3	22.1	1.76	73.7	4.43
43.3	22.1	1.76	73.7	4.43
43.3	22.1	1.76	73.7	4.43
43.3	22.1	1.76	73.8	4.43
43.3	22.1	1.76	73.8	4.43
43.3	22.1	1.76	73.8	4.43
43.3	22.2	1.76	73.9	4.44
43.3	22.2	1.76	73.9	4.44
44.2	22.2	1.80	73.9	4.44
43.3	22.2	1.76	73.9	4.44
43.3	22.2	1.76	74.0	4.44
43.6	22.2	1.77	74.0	4.44
44.2	22.2	1.80	74.0	4.45
44.2	22.2	1.80	74.1	4.45
44.2	22.2	1.80	74.1	4.45
44.2	22.2	1.80	74.1	4.45
44.2	22.2	1.80	74.2	4.45
44.2	22.3	1.80	74.2	4.46
44.2	22.3	1.80	74.2	4.46
44.2	22.3	1.80	74.2	4.46
44.2	22.3	1.80	74.3	4.46
43.3	22.3	1.76	74.3	4.46
44.2	22.3	1.80	74.3	4.46
44.2	22.3	1.80	74.4	4.47
44.2	22.3	1.80	74.4	4.47
44.2	22.3	1.80	74.4	4.47
44.2	22.3	1.80	74.5	4.47
44.2	22.3	1.80	74.5	4.47
44.2	22.4	1.80	74.5	4.48
44.2	22.4	1.80	74.5	4.48
44.2	22.4	1.80	74.6	4.48
44.2	22.4	1.80	74.6	4.48
44.2	22.4	1.80	74.6	4.48
44.2	22.4	1.80	74.7	4.48
44.2	22.4	1.80	74.7	4.49
44.2	22.4	1.80	74.7	4.49
44.2	22.4	1.80	74.8	4.49
44.2	22.4	1.80	74.8	4.49
44.2	22.4	1.80	74.8	4.49
44.2	22.5	1.80	74.8	4.49
44.2	22.5	1.80	74.9	4.50
44.2	22.5	1.80	74.9	4.50
44.2	22.5	1.80	74.9	4.50
44.2	22.5	1.80	75.0	4.50
44.2	22.5	1.80	75.0	4.50
44.2	22.5	1.80	75.0	4.51
44.2	22.5	1.80	75.1	4.51
44.2	22.5	1.80	75.1	4.51
44.2	22.5	1.80	75.1	4.51
44.2	22.5	1.80	75.1	4.51
44.2	22.6	1.80	75.2	4.51
44.2	22.6	1.80	75.2	4.52
44.2	22.6	1.80	75.2	4.52
44.2	22.6	1.80	75.3	4.52
44.2	22.6	1.80	75.3	4.52
44.2	22.6	1.80	75.3	4.52
45.0	22.6	1.83	75.4	4.53
45.0	22.6	1.83	75.4	4.53
44.2	22.6	1.80	75.4	4.53
45.0	22.6	1.83	75.4	4.53
45.0	22.6	1.83	75.5	4.53
45.0	22.7	1.83	75.5	4.53
45.0	22.7	1.83	75.5	4.54
45.0	22.7	1.83	75.6	4.54
45.0	22.7	1.83	75.6	4.54
45.0	22.7	1.83	75.6	4.54
45.0	22.7	1.83	75.7	4.54
45.0	22.7	1.83	75.7	4.55
45.0	22.7	1.83	75.7	4.55
45.0	22.7	1.83	75.7	4.55
45.0	22.7	1.83	75.8	4.55
45.0	22.7	1.83	75.8	4.55
45.0	22.7	1.83	75.8	4.55
45.0	22.8	1.83	75.9	4.56
45.0	22.8	1.83	75.9	4.56
45.0	22.8	1.83	75.9	4.56
45.0	22.8	1.83	75.9	4.56
45.0	22.8	1.83	76.0	4.56
45.0	22.8	1.83	76.0	4.56
45.0	22.8	1.83	76.0	4.57
45.0	22.8	1.83	76.1	4.57
45.0	22.8	1.83	76.1	4.57
45.0	22.8	1.83	76.1	4.57
45.0	22.8	1.83	76.2	4.57
45.0	22.9	1.83	76.2	4.58
45.0	22.9	1.83	76.2	4.58
45.0	22.9	1.83	76.3	4.58
45.0	22.9	1.83	76.3	4.58
45.0	22.9	1.83	76.3	4.58
45.0	22.9	1.83	76.3	4.58
45.0	22.9	1.83	76.4	4.59
45.0	22.9	1.83	76.4	4.59
45.0	22.9	1.83	76.4	4.59
45.0	22.9	1.83	76.5	4.59
45.0	22.9	1.83	76.5	4.59
45.0	23.0	1.83	76.5	4.60
45.0	23.0	1.83	76.5	4.60
45.0	23.0	1.83	76.6	4.60
45.0	23.0	1.83	76.6	4.60
45.8	23.0	1.86	76.6	4.60
45.8	23.0	1.86	76.7	4.60
45.8	23.0	1.86	76.7	4.61
45.8	23.0	1.86	76.7	4.61
45.4	23.0	1.85	76.8	4.61
45.0	23.0	1.83	76.8	4.61
45.3	23.0	1.84	76.8	4.61
45.8	23.1	1.86	76.8	4.61
45.0	23.1	1.83	76.9	4.62
45.8	23.1	1.86	76.9	4.62
45.8	23.1	1.86	76.9	4.62
45.8	23.1	1.86	77.0	4.62
45.8	23.1	1.86	77.0	4.62
45.8	23.1	1.86	77.0	4.63
45.8	23.1	1.86	77.1	4.63
45.8	23.1	1.86	77.1	4.63
45.8	23.1	1.86	77.1	4.63
45.8	23.1	1.86	77.1	4.63
45.8	23.2	1.86	77.2	4.63
45.8	23.2	1.86	77.2	4.64
45.8	23.2	1.86	77.2	4.64
45.8	23.2	1.86	77.3	4.64
45.8	23.2	1.86	77.3	4.64
45.8	23.2	1.86	77.3	4.64
45.8	23.2	1.86	77.4	4.65
45.8	23.2	1.86	77.4	4.65
45.8	23.2	1.86	77.4	4.65
45.8	23.2	1.86	77.4	4.65
45.8	23.2	1.86	77.5	4.65
45.8	23.3	1.86	77.5	4.65
45.8	23.3	1.86	77.5	4.66
45.8	23.3	1.86	77.6	4.66
45.8	23.3	1.86	77.6	4.66
45.8	23.3	1.86	77.6	4.66
45.8	23.3	1.86	77.7	4.66
45.8	23.3	1.86	77.7	4.67
45.8	23.3	1.86	77.7	4.67
45.8	23.3	1.86	77.7	4.67
45.8	23.3	1.86	77.8	4.67
45.8	23.3	1.86	77.8	4.67
45.8	23.3	1.86	77.8	4.67
45.8	23.4	1.86	77.9	4.68
45.8	23.4	1.86	77.9	4.68
45.8	23.4	1.86	77.9	4.68
45.8	23.4	1.86	78.0	4.68
45.8	23.4	1.86	78.0	4.68
45.9	23.4	1.87	78.0	4.68
45.9	23.4	1.87	78.0	4.69
45.8	23.4	1.86	78.1	4.69
46.4	23.4	1.89	78.1	4.69
46.3	23.4	1.89	78.1	4.69
45.8	23.4	1.86	78.2	4.69
45.8	23.5	1.86	78.2	4.70
46.7	23.5	1.90	78.2	4.70
45.8	23.5	1.86	78.3	4.70
45.9	23.5	1.87	78.3	4.70
46.7	23.5	1.90	78.3	4.70
46.7	23.5	1.90	78.3	4.70
45.8	23.5	1.86	78.4	4.71
46.7	23.5	1.90	78.4	4.71
46.7	23.5	1.90	78.4	4.71
46.7	23.5	1.90	78.5	4.71
46.7	23.5	1.90	78.5	4.71
46.7	23.6	1.90	78.5	4.72
46.7	23.6	1.90	78.5	4.72
46.7	23.6	1.90	78.6	4.72
46.7	23.6	1.90	78.6	4.72
46.7	23.6	1.90	78.6	4.72
46.7	23.6	1.90	78.7	4.72
46.7	23.6	1.90	78.7	4.73
46.7	23.6	1.90	78.7	4.73
46.7	23.6	1.90	78.8	4.73
46.7	23.6	1.90	78.8	4.73
46.7	23.6	1.90	78.8	4.73
46.7	23.7	1.90	78.8	4.74
46.7	23.7	1.90	78.9	4.74
46.7	23.7	1.90	78.9	4.74
46.7	23.7	1.90	78.9	4.74
46.7	23.7	1.90	79.0	4.74
46.7	23.7	1.90	79.0	4.74
46.7	23.7	1.90	79.0	4.75
46.7	23.7	1.90	79.1	4.75
46.7	23.7	1.90	79.1	4.75
46.7	23.7	1.90	79.1	4.75
46.7	23.7	1.90	79.1	4.75
46.7	23.8	1.90	79.2	4.75
46.7	23.8	1.90	79.2	4.76
46.7	23.8	1.90	79.2	4.76
46.7	23.8	1.90	79.3	4.76
47.0	23.8	1.91	79.3	4.76
47.2	23.8	1.92	79.3	4.76
46.7	23.8	1.90	79.4	4.77
46.7	23.8	1.90	79.4	4.77
46.7	23.8	1.90	79.4	4.77
46.7	23.8	1.90	79.4	4.77
46.7	23.8	1.90	79.5	4.77
46.9	23.9	1.91	79.5	4.77
46.7	23.9	1.90	79.5	4.78
47.5	23.9	1.93	79.6	4.78
47.5	23.9	1.93	79.6	4.78
47.3	23.9	1.92	79.6	4.78
47.5	23.9	1.93	79.7	4.78
47.5	23.9	1.93	79.7	4.79
46.7	23.9	1.90	79.7	4.79
47.5	23.9	1.93	79.7	4.79
47.5	23.9	1.93	79.8	4.79
46.7	23.9	1.90	79.8	4.79
46.7	23.9	1.90	79.8	4.79
46.7	24.0	1.90	79.9	4.80
46.9	24.0	1.91	79.9	4.80
47.5	24.0	1.93	79.9	4.80
47.5	24.0	1.93	80.0	4.80
47.5	24.0	1.93	80.0	4.80
47.5	24.0	1.93	80.0	4.80
47.5	24.0	1.93	80.0	4.81
47.5	24.0	1.93	80.1	4.81
47.5	24.0	1.93	80.1	4.81
47.5	24.0	1.93	80.1	4.81
47.5	24.0	1.93	80.2	4.81
47.5	24.1	1.93	80.2	4.82
47.5	24.1	1.93	80.2	4.82
47.5	24.1	1.93	80.3	4.82
47.5	24.1	1.93	80.3	4.82
47.5	24.1	1.93	80.3	4.82
47.5	24.1	1.93	80.3	4.82
47.5	24.1	1.93	80.4	4.83
47.5	24.1	1.93	80.4	4.83
47.5	24.1	1.93	80.4	4.83
47.5	24.1	1.93	80.5	4.83
47.5	24.1	1.93	80.5	4.83
47.5	24.2	1.93	80.5	4.84
47.5	24.2	1.93	80.5	4.84
47.5	24.2	1.93	80.6	4.84
47.5	24.2	1.93	80.6	4.84
47.5	24.2	1.93	80.6	4.84
47.5	24.2	1.93	80.7	4.84
47.5	24.2	1.93	80.7	4.85
47.5	24.2	1.93	80.7	4.85
47.5	24.2	1.93	80.8	4.85
47.5	24.2	1.93	80.8	4.85
47.5	24.2	1.93	80.8	4.85
47.5	24.3	1.93	80.8	4.86
47.5	24.3	1.93	80.9	4.86
47.5	24.3	1.93	80.9	4.86
47.5	24.3	1.93	80.9	4.86
47.5	24.3	1.93	81.0	4.86
48.1	24.3	1.96	81.0	4.86
47.5	24.3	1.93	81.0	4.87
47.5	24.3	1.93	81.1	4.87
47.5	24.3	1.93	81.1	4.87
47.5	24.3	1.93	81.1	4.87
47.5	24.3	1.93	81.1	4.87
47.5	24.4	1.93	81.2	4.87
47.5	24.4	1.93	81.2	4.88
48.3	24.4	1.97	81.2	4.88
48.3	24.4	1.97	81.3	4.88
48.1	24.4	1.96	81.3	4.88
48.3	24.4	1.97	81.3	4.88
48.3	24.4	1.97	81.4	4.89
47.6	24.4	1.94	81.4	4.89
47.6	24.4	1.94	81.4	4.89
48.3	24.4	1.97	81.4	4.89
48.3	24.4	1.97	81.5	4.89
48.3	24.5	1.97	81.5	4.89
48.3	24.5	1.97	81.5	4.90
48.3	24.5	1.97	81.6	4.90
48.3	24.5	1.97	81.6	4.90
48.3	24.5	1.97	81.6	4.90
48.3	24.5	1.97	81.7	4.90
48.3	24.5	1.97	81.7	4.91
48.3	24.5	1.97	81.7	4.91
48.3	24.5	1.97	81.7	4.91
48.3	24.5	1.97	81.8	4.91
48.3	24.5	1.97	81.8	4.91
48.3	24.6	1.97	81.8	4.91
48.3	24.6	1.97	81.9	4.92
48.3	24.6	1.97	81.9	4.92
48.3	24.6	1.97	81.9	4.92
48.3	24.6	1.97	82.0	4.92
48.3	24.6	1.97	82.0	4.92
48.3	24.6	1.97	82.0	4.93
48.3	24.6	1.97	82.0	4.93
48.3	24.6	1.97	82.1	4.93
48.3	24.6	1.97	82.1	4.93
48.3	24.6	1.97	82.1	4.93
49.2	24.6	2.00	82.2	4.93
48.3	24.7	1.97	82.2	4.94
48.3	24.7	1.97	82.2	4.94
48.3	24.7	1.97	82.3	4.94
48.3	24.7	1.97	82.3	4.94
48.3	24.7	1.97	82.3	4.94
48.3	24.7	1.97	82.3	4.94
48.3	24.7	1.97	82.4	4.95
48.3	24.7	1.97	82.4	4.95
48.3	24.7	1.97	82.4	4.95
48.3	24.7	1.97	82.5	4.95
49.2	24.7	2.00	82.5	4.95
48.3	24.8	1.97	82.5	4.96
48.3	24.8	1.97	82.6	4.96
48.3	24.8	1.97	82.6	4.96
49.2	24.8	2.00	82.6	4.96
49.2	24.8	2.00	82.6	4.96
49.2	24.8	2.00	82.7	4.96
49.2	24.8	2.00	82.7	4.97
48.3	24.8	1.97	82.7	4.97
49.2	24.8	2.00	82.8	4.97
49.2	24.8	2.00	82.8	4.97
49.2	24.8	2.00	82.8	4.97
49.2	24.9	2.00	82.9	4.98
49.2	24.9	2.00	82.9	4.98
49.2	24.9	2.00	82.9	4.98
49.2	24.9	2.00	82.9	4.98
49.2	24.9	2.00	83.0	4.98
49.2	24.9	2.00	83.0	4.98
49.2	24.9	2.00	83.0	4.99
49.2	24.9	2.00	83.1	4.99
49.2	24.9	2.00	83.1	4.99
49.2	24.9	2.00	83.1	4.99
