Force (N),Position (mm),Strain (%),Stress (MPa)
206,0.107,0.107,0.153
206,0.107,0.107,0.153
207,0.107,0.107,0.154
207,0.107,0.107,0.154
208,0.107,0.107,0.154
208,0.107,0.107,0.154
208,0.107,0.107,0.154
208,0.108,0.108,0.155
208,0.108,0.108,0.155
208,0.108,0.108,0.155
208,0.108,0.108,0.155
209,0.108,0.108,0.156
209,0.108,0.108,0.156
210,0.108,0.108,0.156
210,0.108,0.108,0.156
210,0.109,0.109,0.156
211,0.109,0.109,0.157
211,0.109,0.109,0.157
212,0.109,0.109,0.157
212,0.109,0.109,0.157
213,0.109,0.109,0.158
213,0.109,0.109,0.158
213,0.110,0.110,0.158
213,0.110,0.110,0.159
213,0.110,0.110,0.159
214,0.110,0.110,0.159
214,0.110,0.110,0.159
214,0.110,0.110,0.159
215,0.110,0.110,0.160
215,0.111,0.111,0.160
216,0.111,0.111,0.161
216,0.111,0.111,0.161
216,0.111,0.111,0.161
217,0.111,0.111,0.161
217,0.111,0.111,0.161
218,0.111,0.111,0.162
218,0.111,0.111,0.162
218,0.112,0.112,0.162
218,0.112,0.112,0.162
218,0.112,0.112,0.162
219,0.112,0.112,0.163
219,0.112,0.112,0.163
220,0.112,0.112,0.164
220,0.112,0.112,0.164
220,0.113,0.113,0.164
221,0.113,0.113,0.164
221,0.113,0.113,0.164
221,0.113,0.113,0.164
222,0.113,0.113,0.165
222,0.113,0.113,0.165
223,0.113,0.113,0.166
223,0.113,0.113,0.166
223,0.114,0.114,0.166
223,0.114,0.114,0.166
223,0.114,0.114,0.166
224,0.114,0.114,0.167
224,0.114,0.114,0.167
224,0.114,0.114,0.167
225,0.114,0.114,0.167
225,0.114,0.114,0.167
226,0.115,0.115,0.168
226,0.115,0.115,0.168
226,0.115,0.115,0.168
227,0.115,0.115,0.169
227,0.115,0.115,0.169
228,0.115,0.115,0.169
228,0.115,0.115,0.169
228,0.116,0.116,0.169
228,0.116,0.116,0.170
228,0.116,0.116,0.170
229,0.116,0.116,0.171
229,0.116,0.116,0.171
229,0.116,0.116,0.171
230,0.116,0.116,0.171
230,0.116,0.116,0.171
231,0.117,0.117,0.172
231,0.117,0.117,0.172
231,0.117,0.117,0.172
232,0.117,0.117,0.172
232,0.117,0.117,0.172
233,0.117,0.117,0.173
233,0.118,0.118,0.174
234,0.118,0.118,0.174
234,0.118,0.118,0.174
234,0.118,0.118,0.174
235,0.118,0.118,0.175
235,0.118,0.118,0.175
236,0.118,0.118,0.175
236,0.119,0.119,0.175
236,0.119,0.119,0.175
237,0.119,0.119,0.176
237,0.119,0.119,0.176
238,0.119,0.119,0.177
238,0.119,0.119,0.177
238,0.119,0.119,0.177
238,0.120,0.120,0.177
238,0.120,0.120,0.177
238,0.120,0.120,0.177
239,0.120,0.120,0.178
239,0.120,0.120,0.178
240,0.120,0.120,0.179
240,0.120,0.120,0.179
241,0.121,0.121,0.179
241,0.121,0.121,0.179
241,0.121,0.121,0.179
242,0.121,0.121,0.180
242,0.121,0.121,0.180
242,0.121,0.121,0.180
243,0.121,0.121,0.180
243,0.121,0.121,0.180
243,0.122,0.122,0.181
243,0.122,0.122,0.181
244,0.122,0.122,0.182
244,0.122,0.122,0.182
245,0.122,0.122,0.182
245,0.122,0.122,0.182
246,0.123,0.123,0.183
246,0.123,0.123,0.183
247,0.123,0.123,0.184
247,0.123,0.123,0.184
248,0.123,0.123,0.184
248,0.123,0.123,0.184
248,0.123,0.123,0.184
248,0.123,0.123,0.184
248,0.123,0.123,0.185
248,0.124,0.124,0.185
249,0.124,0.124,0.185
249,0.124,0.124,0.185
249,0.124,0.124,0.185
250,0.124,0.124,0.186
250,0.124,0.124,0.186
251,0.125,0.125,0.187
251,0.125,0.125,0.187
252,0.125,0.125,0.187
252,0.125,0.125,0.187
252,0.125,0.125,0.187
253,0.125,0.125,0.188
253,0.125,0.125,0.188
253,0.125,0.125,0.188
253,0.125,0.125,0.188
253,0.126,0.126,0.188
254,0.126,0.126,0.189
254,0.126,0.126,0.189
255,0.126,0.126,0.190
255,0.126,0.126,0.190
256,0.126,0.126,0.190
256,0.126,0.126,0.190
257,0.127,0.127,0.191
257,0.127,0.127,0.191
257,0.127,0.127,0.191
258,0.127,0.127,0.192
258,0.127,0.127,0.192
258,0.127,0.127,0.192
258,0.127,0.127,0.192
258,0.128,0.128,0.192
259,0.128,0.128,0.193
259,0.128,0.128,0.193
260,0.128,0.128,0.193
260,0.128,0.128,0.193
260,0.128,0.128,0.193
261,0.128,0.128,0.194
261,0.128,0.128,0.194
261,0.129,0.129,0.194
262,0.129,0.129,0.195
262,0.129,0.129,0.195
263,0.129,0.129,0.195
263,0.129,0.129,0.195
263,0.129,0.129,0.195
263,0.129,0.129,0.196
263,0.129,0.129,0.196
264,0.130,0.130,0.197
264,0.130,0.130,0.197
264,0.130,0.130,0.197
265,0.130,0.130,0.197
265,0.130,0.130,0.197
266,0.130,0.130,0.198
267,0.131,0.131,0.198
267,0.131,0.131,0.198
267,0.131,0.131,0.198
268,0.131,0.131,0.199
268,0.131,0.131,0.199
268,0.131,0.131,0.200
268,0.131,0.131,0.200
269,0.132,0.132,0.200
269,0.132,0.132,0.200
270,0.132,0.132,0.201
270,0.132,0.132,0.201
271,0.132,0.132,0.202
271,0.132,0.132,0.202
271,0.132,0.132,0.202
272,0.132,0.132,0.202
272,0.132,0.132,0.202
273,0.133,0.133,0.203
273,0.133,0.133,0.203
273,0.133,0.133,0.203
273,0.133,0.133,0.203
273,0.133,0.133,0.203
274,0.133,0.133,0.204
274,0.133,0.133,0.204
274,0.134,0.134,0.204
275,0.134,0.134,0.205
275,0.134,0.134,0.205
276,0.134,0.134,0.205
276,0.134,0.134,0.205
276,0.134,0.134,0.205
277,0.134,0.134,0.206
277,0.134,0.134,0.206
278,0.135,0.135,0.206
278,0.135,0.135,0.207
278,0.135,0.135,0.207
279,0.135,0.135,0.208
279,0.135,0.135,0.208
279,0.135,0.135,0.208
280,0.136,0.136,0.208
280,0.136,0.136,0.208
281,0.136,0.136,0.209
281,0.136,0.136,0.209
282,0.136,0.136,0.210
282,0.136,0.136,0.210
282,0.136,0.136,0.210
282,0.136,0.136,0.210
283,0.137,0.137,0.210
283,0.137,0.137,0.210
283,0.137,0.137,0.211
283,0.137,0.137,0.211
284,0.137,0.137,0.211
284,0.137,0.137,0.211
285,0.137,0.137,0.212
285,0.137,0.137,0.212
286,0.138,0.138,0.213
286,0.138,0.138,0.213
287,0.138,0.138,0.213
287,0.138,0.138,0.213
288,0.138,0.138,0.214
288,0.138,0.138,0.214
288,0.138,0.138,0.215
288,0.138,0.138,0.215
289,0.139,0.139,0.215
289,0.139,0.139,0.215
290,0.139,0.139,0.216
290,0.139,0.139,0.216
291,0.139,0.139,0.216
291,0.139,0.139,0.216
291,0.139,0.139,0.216
292,0.140,0.140,0.217
292,0.140,0.140,0.217
292,0.140,0.140,0.217
293,0.140,0.140,0.218
293,0.140,0.140,0.218
293,0.140,0.140,0.218
293,0.140,0.140,0.218
293,0.140,0.140,0.218
293,0.141,0.141,0.218
294,0.141,0.141,0.219
294,0.141,0.141,0.219
295,0.141,0.141,0.219
295,0.141,0.141,0.219
295,0.141,0.141,0.219
296,0.141,0.141,0.220
296,0.142,0.142,0.220
297,0.142,0.142,0.221
297,0.142,0.142,0.221
298,0.142,0.142,0.221
298,0.142,0.142,0.221
298,0.142,0.142,0.222
298,0.142,0.142,0.222
299,0.143,0.143,0.223
299,0.143,0.143,0.223
300,0.143,0.143,0.223
300,0.143,0.143,0.223
301,0.143,0.143,0.224
301,0.143,0.143,0.224
302,0.143,0.143,0.224
303,0.144,0.144,0.225
303,0.144,0.144,0.225
303,0.144,0.144,0.225
303,0.144,0.144,0.226
303,0.144,0.144,0.226
304,0.144,0.144,0.226
304,0.144,0.144,0.226
304,0.144,0.144,0.226
305,0.145,0.145,0.227
305,0.145,0.145,0.227
306,0.145,0.145,0.228
306,0.145,0.145,0.228
306,0.145,0.145,0.228
307,0.145,0.145,0.228
307,0.145,0.145,0.228
308,0.146,0.146,0.229
308,0.146,0.146,0.229
308,0.146,0.146,0.229
308,0.146,0.146,0.229
309,0.146,0.146,0.230
309,0.146,0.146,0.230
310,0.146,0.146,0.231
310,0.146,0.146,0.231
311,0.147,0.147,0.231
311,0.147,0.147,0.231
311,0.147,0.147,0.231
312,0.147,0.147,0.232
312,0.147,0.147,0.232
313,0.147,0.147,0.233
313,0.147,0.147,0.233
313,0.147,0.147,0.233
313,0.148,0.148,0.233
314,0.148,0.148,0.234
314,0.148,0.148,0.234
315,0.148,0.148,0.234
315,0.148,0.148,0.234
316,0.148,0.148,0.235
316,0.148,0.148,0.235
316,0.149,0.149,0.235
317,0.149,0.149,0.236
317,0.149,0.149,0.236
318,0.149,0.149,0.236
318,0.149,0.149,0.236
318,0.149,0.149,0.237
318,0.149,0.149,0.237
319,0.150,0.150,0.237
319,0.150,0.150,0.237
320,0.150,0.150,0.238
320,0.150,0.150,0.238
320,0.150,0.150,0.238
321,0.150,0.150,0.239
321,0.150,0.150,0.239
322,0.150,0.150,0.239
322,0.151,0.151,0.239
323,0.151,0.151,0.240
323,0.151,0.151,0.240
323,0.151,0.151,0.240
323,0.151,0.151,0.241
323,0.151,0.151,0.241
324,0.151,0.151,0.241
324,0.151,0.151,0.241
325,0.152,0.152,0.242
326,0.152,0.152,0.242
326,0.152,0.152,0.242
326,0.152,0.152,0.242
327,0.152,0.152,0.243
327,0.152,0.152,0.243
328,0.152,0.152,0.244
328,0.153,0.153,0.244
328,0.153,0.153,0.244
328,0.153,0.153,0.244
328,0.153,0.153,0.244
329,0.153,0.153,0.245
329,0.153,0.153,0.245
330,0.153,0.153,0.246
330,0.154,0.154,0.246
331,0.154,0.154,0.246
331,0.154,0.154,0.246
332,0.154,0.154,0.247
332,0.154,0.154,0.247
333,0.154,0.154,0.247
333,0.154,0.154,0.247
333,0.154,0.154,0.248
333,0.155,0.155,0.248
334,0.155,0.155,0.249
334,0.155,0.155,0.249
334,0.155,0.155,0.249
335,0.155,0.155,0.249
335,0.155,0.155,0.249
336,0.155,0.155,0.250
336,0.156,0.156,0.250
337,0.156,0.156,0.250
337,0.156,0.156,0.250
338,0.156,0.156,0.251
338,0.156,0.156,0.251
338,0.156,0.156,0.252
338,0.157,0.157,0.252
339,0.157,0.157,0.252
339,0.157,0.157,0.252
340,0.157,0.157,0.253
340,0.157,0.157,0.253
341,0.157,0.157,0.254
341,0.157,0.157,0.254
341,0.157,0.157,0.254
342,0.157,0.157,0.254
342,0.158,0.158,0.254
343,0.158,0.158,0.255
343,0.158,0.158,0.255
343,0.158,0.158,0.255
343,0.158,0.158,0.255
343,0.158,0.158,0.255
344,0.158,0.158,0.256
344,0.158,0.158,0.256
344,0.159,0.159,0.256
345,0.159,0.159,0.257
345,0.159,0.159,0.257
346,0.159,0.159,0.257
346,0.159,0.159,0.257
347,0.159,0.159,0.258
347,0.159,0.159,0.258
348,0.160,0.160,0.259
348,0.160,0.160,0.259
348,0.160,0.160,0.259
348,0.160,0.160,0.259
349,0.160,0.160,0.260
349,0.160,0.160,0.260
349,0.160,0.160,0.260
350,0.161,0.161,0.260
350,0.161,0.161,0.260
351,0.161,0.161,0.261
351,0.161,0.161,0.261
352,0.161,0.161,0.262
353,0.161,0.161,0.262
353,0.162,0.162,0.262
353,0.162,0.162,0.263
353,0.162,0.162,0.263
354,0.162,0.162,0.264
354,0.162,0.162,0.264
355,0.162,0.162,0.264
355,0.162,0.162,0.264
355,0.162,0.162,0.264
356,0.163,0.163,0.265
356,0.163,0.163,0.265
357,0.163,0.163,0.265
357,0.163,0.163,0.265
358,0.163,0.163,0.266
358,0.163,0.163,0.266
358,0.163,0.163,0.266
358,0.163,0.163,0.267
358,0.164,0.164,0.267
359,0.164,0.164,0.267
359,0.164,0.164,0.267
360,0.164,0.164,0.268
360,0.164,0.164,0.268
360,0.164,0.164,0.268
361,0.164,0.164,0.268
361,0.164,0.164,0.268
362,0.165,0.165,0.269
363,0.165,0.165,0.270
363,0.165,0.165,0.270
363,0.165,0.165,0.270
363,0.165,0.165,0.270
363,0.165,0.165,0.270
364,0.166,0.166,0.271
364,0.166,0.166,0.271
365,0.166,0.166,0.272
365,0.166,0.166,0.272
366,0.166,0.166,0.272
366,0.166,0.166,0.272
367,0.166,0.166,0.273
367,0.166,0.166,0.273
368,0.166,0.166,0.273
368,0.167,0.167,0.273
368,0.167,0.167,0.274
368,0.167,0.167,0.274
369,0.167,0.167,0.275
369,0.167,0.167,0.275
369,0.167,0.167,0.275
370,0.167,0.167,0.275
370,0.168,0.168,0.275
371,0.168,0.168,0.276
371,0.168,0.168,0.276
372,0.168,0.168,0.277
372,0.168,0.168,0.277
373,0.168,0.168,0.277
373,0.169,0.169,0.278
373,0.169,0.169,0.278
374,0.169,0.169,0.278
375,0.169,0.169,0.279
376,0.169,0.169,0.280
376,0.170,0.170,0.280
377,0.170,0.170,0.280
377,0.170,0.170,0.280
377,0.170,0.170,0.280
378,0.170,0.170,0.281
378,0.170,0.170,0.281
378,0.170,0.170,0.281
378,0.170,0.170,0.281
379,0.171,0.171,0.282
379,0.171,0.171,0.282
380,0.171,0.171,0.283
380,0.171,0.171,0.283
381,0.171,0.171,0.283
381,0.171,0.171,0.283
382,0.171,0.171,0.284
382,0.171,0.171,0.284
382,0.171,0.171,0.284
383,0.172,0.172,0.285
383,0.172,0.172,0.285
383,0.172,0.172,0.285
383,0.172,0.172,0.285
384,0.172,0.172,0.286
384,0.172,0.172,0.286
384,0.172,0.172,0.286
385,0.172,0.172,0.286
385,0.173,0.173,0.286
386,0.173,0.173,0.287
386,0.173,0.173,0.287
387,0.173,0.173,0.288
387,0.173,0.173,0.288
388,0.173,0.173,0.288
388,0.174,0.174,0.289
388,0.174,0.174,0.289
389,0.174,0.174,0.290
389,0.174,0.174,0.290
389,0.174,0.174,0.290
390,0.174,0.174,0.290
390,0.174,0.174,0.290
391,0.174,0.174,0.291
392,0.175,0.175,0.291
392,0.175,0.175,0.291
392,0.175,0.175,0.291
393,0.175,0.175,0.292
393,0.175,0.175,0.293
393,0.175,0.175,0.293
394,0.175,0.175,0.293
394,0.176,0.176,0.293
395,0.176,0.176,0.294
395,0.176,0.176,0.294
396,0.176,0.176,0.295
396,0.176,0.176,0.295
397,0.176,0.176,0.295
397,0.176,0.176,0.295
398,0.176,0.176,0.296
398,0.177,0.177,0.296
398,0.177,0.177,0.296
398,0.177,0.177,0.296
398,0.177,0.177,0.296
399,0.177,0.177,0.297
399,0.177,0.177,0.297
400,0.177,0.177,0.298
400,0.178,0.178,0.298
401,0.178,0.178,0.298
402,0.178,0.178,0.299
402,0.178,0.178,0.299
403,0.178,0.178,0.299
403,0.178,0.178,0.299
403,0.178,0.178,0.300
403,0.178,0.178,0.300
404,0.179,0.179,0.301
404,0.179,0.179,0.301
405,0.179,0.179,0.301
405,0.179,0.179,0.301
405,0.179,0.179,0.301
406,0.179,0.179,0.302
406,0.179,0.179,0.302
407,0.180,0.180,0.303
407,0.180,0.180,0.303
408,0.180,0.180,0.303
408,0.180,0.180,0.303
408,0.180,0.180,0.304
408,0.180,0.180,0.304
409,0.180,0.180,0.304
410,0.181,0.181,0.305
410,0.181,0.181,0.305
411,0.181,0.181,0.306
411,0.181,0.181,0.306
411,0.181,0.181,0.306
412,0.181,0.181,0.306
412,0.181,0.181,0.306
413,0.181,0.181,0.307
413,0.182,0.182,0.307
413,0.182,0.182,0.307
413,0.182,0.182,0.308
414,0.182,0.182,0.308
414,0.182,0.182,0.308
415,0.182,0.182,0.309
415,0.182,0.182,0.309
416,0.183,0.183,0.309
417,0.183,0.183,0.310
417,0.183,0.183,0.310
418,0.183,0.183,0.311
418,0.183,0.183,0.311
418,0.183,0.183,0.311
418,0.183,0.183,0.311
419,0.183,0.183,0.312
419,0.184,0.184,0.312
419,0.184,0.184,0.312
420,0.184,0.184,0.312
420,0.184,0.184,0.312
421,0.184,0.184,0.313
421,0.184,0.184,0.313
422,0.184,0.184,0.314
422,0.184,0.184,0.314
423,0.185,0.185,0.314
423,0.185,0.185,0.314
423,0.185,0.185,0.315
423,0.185,0.185,0.315
424,0.185,0.185,0.316
425,0.185,0.185,0.316
425,0.185,0.185,0.316
426,0.186,0.186,0.317
426,0.186,0.186,0.317
427,0.186,0.186,0.317
428,0.186,0.186,0.318
428,0.186,0.186,0.318
428,0.186,0.186,0.319
428,0.187,0.187,0.319
429,0.187,0.187,0.319
429,0.187,0.187,0.319
430,0.187,0.187,0.320
430,0.187,0.187,0.320
431,0.187,0.187,0.321
431,0.187,0.187,0.321
432,0.188,0.188,0.321
432,0.188,0.188,0.321
433,0.188,0.188,0.322
433,0.188,0.188,0.322
433,0.188,0.188,0.322
434,0.188,0.188,0.323
434,0.188,0.188,0.323
435,0.188,0.188,0.324
436,0.189,0.189,0.324
436,0.189,0.189,0.324
437,0.189,0.189,0.325
437,0.189,0.189,0.325
438,0.189,0.189,0.326
438,0.189,0.189,0.326
438,0.189,0.189,0.326
438,0.189,0.189,0.326
439,0.190,0.190,0.327
439,0.190,0.190,0.327
440,0.190,0.190,0.327
440,0.190,0.190,0.327
440,0.190,0.190,0.327
441,0.190,0.190,0.328
442,0.190,0.190,0.329
442,0.191,0.191,0.329
443,0.191,0.191,0.329
443,0.191,0.191,0.329
443,0.191,0.191,0.330
443,0.191,0.191,0.330
444,0.191,0.191,0.330
444,0.191,0.191,0.330
445,0.192,0.192,0.331
445,0.192,0.192,0.331
445,0.192,0.192,0.331
446,0.192,0.192,0.332
446,0.192,0.192,0.332
447,0.192,0.192,0.332
448,0.192,0.192,0.333
448,0.192,0.192,0.333
448,0.193,0.193,0.334
448,0.193,0.193,0.334
449,0.193,0.193,0.334
449,0.193,0.193,0.334
450,0.193,0.193,0.335
450,0.193,0.193,0.335
451,0.193,0.193,0.335
451,0.193,0.193,0.335
452,0.194,0.194,0.336
452,0.194,0.194,0.336
453,0.194,0.194,0.337
453,0.194,0.194,0.337
453,0.194,0.194,0.337
454,0.194,0.194,0.338
454,0.194,0.194,0.338
455,0.195,0.195,0.339
456,0.195,0.195,0.339
457,0.195,0.195,0.340
457,0.195,0.195,0.340
458,0.195,0.195,0.340
458,0.195,0.195,0.340
458,0.196,0.196,0.341
458,0.196,0.196,0.341
458,0.196,0.196,0.341
459,0.196,0.196,0.342
459,0.196,0.196,0.342
460,0.196,0.196,0.342
460,0.196,0.196,0.342
461,0.196,0.196,0.343
461,0.196,0.196,0.343
462,0.197,0.197,0.344
463,0.197,0.197,0.344
463,0.197,0.197,0.344
463,0.197,0.197,0.345
463,0.197,0.197,0.345
463,0.197,0.197,0.345
464,0.197,0.197,0.345
464,0.197,0.197,0.345
464,0.198,0.198,0.345
465,0.198,0.198,0.346
465,0.198,0.198,0.346
466,0.198,0.198,0.347
466,0.198,0.198,0.347
467,0.198,0.198,0.347
467,0.198,0.198,0.347
468,0.198,0.198,0.348
468,0.199,0.199,0.348
468,0.199,0.199,0.348
468,0.199,0.199,0.348
469,0.199,0.199,0.349
470,0.199,0.199,0.350
470,0.199,0.199,0.350
471,0.200,0.200,0.350
472,0.200,0.200,0.351
472,0.200,0.200,0.351
473,0.200,0.200,0.352
473,0.200,0.200,0.352
473,0.200,0.200,0.352
473,0.200,0.200,0.352
474,0.201,0.201,0.353
474,0.201,0.201,0.353
474,0.201,0.201,0.353
475,0.201,0.201,0.353
476,0.201,0.201,0.354
476,0.201,0.201,0.354
477,0.201,0.201,0.355
477,0.201,0.201,0.355
478,0.202,0.202,0.355
478,0.202,0.202,0.355
478,0.202,0.202,0.356
479,0.202,0.202,0.357
480,0.202,0.202,0.357
480,0.202,0.202,0.357
481,0.202,0.202,0.358
481,0.202,0.202,0.358
481,0.203,0.203,0.358
482,0.203,0.203,0.358
483,0.203,0.203,0.359
483,0.203,0.203,0.359
483,0.203,0.203,0.359
483,0.203,0.203,0.360
484,0.203,0.203,0.360
485,0.204,0.204,0.361
485,0.204,0.204,0.361
486,0.204,0.204,0.361
486,0.204,0.204,0.361
486,0.204,0.204,0.361
487,0.204,0.204,0.362
487,0.204,0.204,0.362
488,0.204,0.204,0.363
488,0.205,0.205,0.363
488,0.205,0.205,0.363
489,0.205,0.205,0.364
489,0.205,0.205,0.364
490,0.205,0.205,0.365
490,0.205,0.205,0.365
491,0.205,0.205,0.365
491,0.205,0.205,0.365
492,0.206,0.206,0.366
492,0.206,0.206,0.366
493,0.206,0.206,0.366
493,0.206,0.206,0.366
493,0.206,0.206,0.366
493,0.206,0.206,0.367
494,0.206,0.206,0.368
494,0.207,0.207,0.368
495,0.207,0.207,0.368
495,0.207,0.207,0.368
496,0.207,0.207,0.369
496,0.207,0.207,0.369
497,0.207,0.207,0.370
497,0.207,0.207,0.370
498,0.208,0.208,0.370
498,0.208,0.208,0.371
499,0.208,0.208,0.371
499,0.208,0.208,0.371
500,0.208,0.208,0.372
500,0.208,0.208,0.372
500,0.208,0.208,0.372
501,0.209,0.209,0.373
502,0.209,0.209,0.373
502,0.209,0.209,0.373
502,0.209,0.209,0.374
502,0.209,0.209,0.374
503,0.209,0.209,0.375
503,0.209,0.209,0.375
504,0.209,0.209,0.375
505,0.210,0.210,0.376
505,0.210,0.210,0.376
505,0.210,0.210,0.376
506,0.210,0.210,0.376
506,0.210,0.210,0.376
507,0.210,0.210,0.377
507,0.210,0.210,0.377
507,0.210,0.210,0.378
507,0.211,0.211,0.378
508,0.211,0.211,0.378
508,0.211,0.211,0.378
509,0.211,0.211,0.379
509,0.211,0.211,0.379
510,0.211,0.211,0.379
510,0.211,0.211,0.379
511,0.212,0.212,0.380
511,0.212,0.212,0.380
512,0.212,0.212,0.381
513,0.212,0.212,0.381
513,0.212,0.212,0.381
513,0.212,0.212,0.382
513,0.212,0.212,0.382
514,0.213,0.213,0.383
515,0.213,0.213,0.383
515,0.213,0.213,0.383
516,0.213,0.213,0.384
516,0.213,0.213,0.384
517,0.213,0.213,0.384
517,0.213,0.213,0.384
518,0.214,0.214,0.385
518,0.214,0.214,0.385
518,0.214,0.214,0.386
518,0.214,0.214,0.386
519,0.214,0.214,0.386
520,0.214,0.214,0.387
520,0.214,0.214,0.387
521,0.214,0.214,0.388
522,0.215,0.215,0.388
522,0.215,0.215,0.388
523,0.215,0.215,0.389
523,0.215,0.215,0.389
523,0.215,0.215,0.389
523,0.215,0.215,0.389
524,0.215,0.215,0.390
524,0.215,0.215,0.390
525,0.216,0.216,0.391
525,0.216,0.216,0.391
526,0.216,0.216,0.391
526,0.216,0.216,0.391
526,0.216,0.216,0.391
527,0.216,0.216,0.392
528,0.216,0.216,0.392
528,0.217,0.217,0.392
528,0.217,0.217,0.393
529,0.217,0.217,0.394
529,0.217,0.217,0.394
529,0.217,0.217,0.394
530,0.217,0.217,0.394
530,0.217,0.217,0.394
531,0.217,0.217,0.395
531,0.218,0.218,0.395
532,0.218,0.218,0.396
533,0.218,0.218,0.396
533,0.218,0.218,0.396
533,0.218,0.218,0.397
533,0.218,0.218,0.397
534,0.218,0.218,0.397
534,0.219,0.219,0.397
535,0.219,0.219,0.398
536,0.219,0.219,0.399
536,0.219,0.219,0.399
537,0.219,0.219,0.399
537,0.219,0.219,0.399
538,0.219,0.219,0.400
538,0.219,0.219,0.400
538,0.220,0.220,0.401
538,0.220,0.220,0.401
539,0.220,0.220,0.401
539,0.220,0.220,0.401
540,0.220,0.220,0.402
541,0.220,0.220,0.402
541,0.220,0.220,0.402
542,0.221,0.221,0.403
543,0.221,0.221,0.404
543,0.221,0.221,0.404
543,0.221,0.221,0.404
543,0.221,0.221,0.404
544,0.221,0.221,0.405
545,0.221,0.221,0.406
545,0.222,0.222,0.406
545,0.222,0.222,0.406
546,0.222,0.222,0.406
546,0.222,0.222,0.406
547,0.222,0.222,0.407
547,0.222,0.222,0.407
548,0.222,0.222,0.407
548,0.222,0.222,0.407
548,0.223,0.223,0.408
548,0.223,0.223,0.408
549,0.223,0.223,0.409
549,0.223,0.223,0.409
550,0.223,0.223,0.409
550,0.223,0.223,0.409
551,0.223,0.223,0.410
551,0.223,0.223,0.410
552,0.224,0.224,0.410
552,0.224,0.224,0.410
553,0.224,0.224,0.411
553,0.224,0.224,0.411
553,0.224,0.224,0.412
553,0.224,0.224,0.412
554,0.224,0.224,0.412
554,0.225,0.225,0.412
555,0.225,0.225,0.413
556,0.225,0.225,0.414
556,0.225,0.225,0.414
557,0.225,0.225,0.414
558,0.225,0.225,0.415
558,0.225,0.225,0.415
558,0.226,0.226,0.415
558,0.226,0.226,0.415
559,0.226,0.226,0.416
559,0.226,0.226,0.416
560,0.226,0.226,0.417
560,0.226,0.226,0.417
561,0.226,0.226,0.417
561,0.227,0.227,0.417
562,0.227,0.227,0.418
562,0.227,0.227,0.418
563,0.227,0.227,0.419
563,0.227,0.227,0.419
563,0.227,0.227,0.419
564,0.227,0.227,0.420
564,0.227,0.227,0.420
565,0.228,0.228,0.420
565,0.228,0.228,0.420
566,0.228,0.228,0.421
566,0.228,0.228,0.421
567,0.228,0.228,0.422
567,0.228,0.228,0.422
568,0.228,0.228,0.422
568,0.228,0.228,0.422
568,0.229,0.229,0.423
568,0.229,0.229,0.423
568,0.229,0.229,0.423
569,0.229,0.229,0.423
569,0.229,0.229,0.423
570,0.229,0.229,0.424
570,0.229,0.229,0.424
571,0.230,0.230,0.425
571,0.230,0.230,0.425
572,0.230,0.230,0.425
572,0.230,0.230,0.425
573,0.230,0.230,0.426
573,0.230,0.230,0.426
573,0.230,0.230,0.427
573,0.230,0.230,0.427
574,0.231,0.231,0.427
574,0.231,0.231,0.427
575,0.231,0.231,0.428
575,0.231,0.231,0.428
576,0.231,0.231,0.428
576,0.231,0.231,0.428
577,0.231,0.231,0.429
577,0.232,0.232,0.429
578,0.232,0.232,0.430
578,0.232,0.232,0.430
578,0.232,0.232,0.430
579,0.232,0.232,0.431
579,0.232,0.232,0.431
580,0.232,0.232,0.432
580,0.232,0.232,0.432
581,0.233,0.233,0.432
581,0.233,0.233,0.432
582,0.233,0.233,0.433
582,0.233,0.233,0.433
583,0.233,0.233,0.433
583,0.233,0.233,0.433
584,0.234,0.234,0.435
584,0.234,0.234,0.435
585,0.234,0.234,0.435
585,0.234,0.234,0.435
585,0.234,0.234,0.435
586,0.234,0.234,0.436
586,0.234,0.234,0.436
587,0.234,0.234,0.437
587,0.235,0.235,0.437
588,0.235,0.235,0.437
588,0.235,0.235,0.437
588,0.235,0.235,0.438
588,0.235,0.235,0.438
589,0.235,0.235,0.438
589,0.235,0.235,0.438
590,0.235,0.235,0.439
590,0.236,0.236,0.439
590,0.236,0.236,0.439
591,0.236,0.236,0.440
591,0.236,0.236,0.440
592,0.236,0.236,0.440
592,0.236,0.236,0.440
593,0.236,0.236,0.441
593,0.236,0.236,0.441
593,0.237,0.237,0.441
593,0.237,0.237,0.441
593,0.237,0.237,0.441
594,0.237,0.237,0.442
594,0.237,0.237,0.442
595,0.237,0.237,0.443
595,0.237,0.237,0.443
596,0.238,0.238,0.443
597,0.238,0.238,0.444
597,0.238,0.238,0.444
598,0.238,0.238,0.445
598,0.238,0.238,0.445
598,0.238,0.238,0.445
598,0.238,0.238,0.445
599,0.239,0.239,0.446
599,0.239,0.239,0.446
600,0.239,0.239,0.446
600,0.239,0.239,0.446
601,0.239,0.239,0.447
601,0.239,0.239,0.447
601,0.239,0.239,0.447
602,0.239,0.239,0.448
602,0.240,0.240,0.448
603,0.240,0.240,0.448
603,0.240,0.240,0.448
603,0.240,0.240,0.449
603,0.240,0.240,0.449
604,0.240,0.240,0.450
605,0.240,0.240,0.450
605,0.241,0.241,0.450
605,0.241,0.241,0.450
606,0.241,0.241,0.451
606,0.241,0.241,0.451
607,0.241,0.241,0.451
