Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
0.00	0.00	0.00	0.00	0.00284
0.132	0.00	0.0128	0.00	0.00480
3.92	0.00100	0.382	0.00500	0.00677
11.3	0.00200	1.10	0.0100	0.00873
21.0	0.00300	2.05	0.0150	0.0107
29.4	0.00400	2.86	0.0200	0.0127
37.9	0.00500	3.68	0.0250	0.0146
46.2	0.00600	4.50	0.0300	0.0166
54.2	0.00700	5.27	0.0350	0.0186
61.3	0.00800	5.97	0.0400	0.0205
68.6	0.00900	6.67	0.0450	0.0225
76.4	0.0100	7.43	0.0500	0.0244
84.5	0.0110	8.22	0.0550	0.0264
92.5	0.0120	9.00	0.0600	0.0284
100	0.0130	9.75	0.0650	0.0303
107	0.0140	10.4	0.0700	0.0323
114	0.0150	11.0	0.0750	0.0343
121	0.0160	11.8	0.0800	0.0362
128	0.0170	12.5	0.0850	0.0382
135	0.0180	13.1	0.0900	0.0402
143	0.0190	13.9	0.0950	0.0421
149	0.0200	14.5	0.100	0.0441
156	0.0210	15.2	0.105	0.0461
163	0.0220	15.8	0.110	0.0480
170	0.0230	16.5	0.115	0.0500
176	0.0240	17.2	0.120	0.0520
184	0.0250	17.9	0.125	0.0539
191	0.0260	18.6	0.130	0.0559
197	0.0270	19.1	0.135	0.0578
204	0.0280	19.8	0.140	0.0598
210	0.0290	20.4	0.145	0.0618
217	0.0300	21.1	0.150	0.0637
224	0.0310	21.8	0.155	0.0657
231	0.0320	22.4	0.160	0.0677
236	0.0330	22.9	0.165	0.0696
242	0.0340	23.6	0.170	0.0716
249	0.0350	24.2	0.175	0.0736
255	0.0360	24.8	0.180	0.0755
261	0.0370	25.4	0.185	0.0775
267	0.0380	26.0	0.190	0.0795
272	0.0390	26.4	0.195	0.0814
277	0.0400	26.9	0.200	0.0834
281	0.0409	27.3	0.204	0.0854
284	0.0420	27.6	0.210	0.0873
288	0.0430	28.0	0.215	0.0893
292	0.0440	28.4	0.220	0.0912
296	0.0450	28.8	0.225	0.0932
298	0.0457	29.0	0.228	0.0952
301	0.0470	29.3	0.235	0.0971
303	0.0478	29.5	0.239	0.0991
305	0.0484	29.7	0.242	0.101
308	0.0497	29.9	0.248	0.103
309	0.0510	30.1	0.255	0.105
310	0.0520	30.2	0.260	0.107
311	0.0526	30.2	0.263	0.109
312	0.0531	30.3	0.266	0.111
312	0.0540	30.4	0.270	0.113
313	0.0552	30.4	0.276	0.115
313	0.0568	30.5	0.284	0.117
314	0.0574	30.6	0.287	0.119
313	0.0580	30.5	0.290	0.121
313	0.0590	30.4	0.295	0.123
313	0.0600	30.4	0.300	0.125
313	0.0610	30.4	0.305	0.127
313	0.0621	30.4	0.311	0.129
313	0.0630	30.4	0.315	0.131
312	0.0640	30.3	0.320	0.133
311	0.0650	30.2	0.325	0.134
310	0.0660	30.2	0.330	0.136
310	0.0670	30.2	0.335	0.138
310	0.0680	30.2	0.340	0.140
309	0.0690	30.1	0.345	0.142
309	0.0700	30.0	0.350	0.144
308	0.0710	29.9	0.355	0.146
307	0.0720	29.9	0.360	0.148
307	0.0730	29.8	0.365	0.150
306	0.0740	29.7	0.370	0.152
306	0.0750	29.7	0.375	0.154
306	0.0760	29.7	0.380	0.156
305	0.0770	29.7	0.385	0.158
305	0.0780	29.7	0.390	0.160
304	0.0790	29.6	0.395	0.162
304	0.0800	29.6	0.400	0.164
304	0.0810	29.6	0.405	0.166
304	0.0820	29.6	0.410	0.168
303	0.0830	29.5	0.415	0.170
303	0.0840	29.4	0.420	0.172
303	0.0850	29.4	0.425	0.174
302	0.0860	29.3	0.430	0.176
302	0.0870	29.3	0.435	0.178
303	0.0880	29.4	0.440	0.180
302	0.0890	29.3	0.445	0.182
302	0.0900	29.3	0.450	0.184
301	0.0910	29.3	0.455	0.186
300	0.0920	29.2	0.460	0.188
300	0.0930	29.2	0.465	0.189
300	0.0940	29.2	0.470	0.191
300	0.0950	29.2	0.475	0.193
300	0.0960	29.2	0.480	0.195
300	0.0970	29.2	0.485	0.197
299	0.0980	29.1	0.490	0.199
298	0.0987	29.0	0.494	0.201
299	0.100	29.1	0.500	0.203
299	0.101	29.1	0.505	0.205
299	0.102	29.0	0.510	0.207
299	0.103	29.1	0.515	0.209
298	0.103	29.0	0.517	0.211
298	0.104	28.9	0.520	0.213
298	0.105	28.9	0.525	0.215
298	0.107	29.0	0.535	0.217
298	0.108	28.9	0.539	0.219
298	0.108	28.9	0.541	0.221
297	0.109	28.9	0.545	0.223
296	0.110	28.8	0.550	0.225
296	0.111	28.8	0.555	0.227
296	0.112	28.8	0.560	0.229
297	0.113	28.9	0.565	0.231
297	0.114	28.9	0.570	0.233
296	0.115	28.8	0.575	0.235
295	0.116	28.7	0.580	0.237
295	0.117	28.7	0.585	0.239
295	0.118	28.7	0.590	0.241
295	0.119	28.7	0.595	0.243
295	0.120	28.7	0.600	0.244
295	0.121	28.7	0.605	0.246
294	0.122	28.6	0.610	0.248
293	0.123	28.5	0.615	0.250
293	0.124	28.5	0.620	0.252
293	0.125	28.5	0.625	0.254
293	0.126	28.5	0.630	0.256
293	0.127	28.5	0.635	0.258
293	0.128	28.5	0.640	0.260
293	0.129	28.5	0.645	0.262
292	0.130	28.4	0.650	0.264
292	0.131	28.4	0.655	0.266
292	0.132	28.4	0.660	0.268
292	0.133	28.4	0.665	0.270
292	0.134	28.4	0.670	0.272
291	0.135	28.3	0.675	0.274
291	0.136	28.3	0.680	0.276
290	0.137	28.2	0.685	0.278
290	0.138	28.2	0.690	0.280
290	0.139	28.2	0.695	0.282
291	0.140	28.3	0.700	0.284
290	0.141	28.2	0.705	0.286
289	0.142	28.1	0.710	0.288
288	0.143	28.0	0.715	0.290
288	0.144	28.0	0.720	0.292
288	0.145	28.0	0.725	0.294
288	0.146	28.0	0.730	0.296
288	0.147	28.0	0.735	0.298
288	0.148	28.0	0.740	0.300
287	0.149	27.9	0.745	0.301
287	0.150	27.9	0.750	0.303
287	0.151	27.9	0.755	0.305
287	0.152	27.9	0.760	0.307
287	0.153	27.9	0.765	0.309
286	0.154	27.8	0.770	0.311
286	0.155	27.8	0.775	0.313
285	0.156	27.7	0.780	0.315
285	0.157	27.7	0.785	0.317
286	0.158	27.8	0.790	0.319
286	0.159	27.8	0.795	0.321
285	0.160	27.7	0.800	0.323
285	0.161	27.7	0.804	0.325
284	0.161	27.6	0.807	0.327
284	0.163	27.6	0.814	0.329
284	0.163	27.6	0.817	0.331
284	0.164	27.6	0.820	0.333
284	0.165	27.6	0.826	0.335
283	0.166	27.6	0.831	0.337
283	0.167	27.5	0.835	0.339
282	0.168	27.4	0.840	0.341
282	0.169	27.4	0.845	0.343
281	0.170	27.3	0.850	0.345
281	0.171	27.3	0.855	0.347
281	0.172	27.3	0.860	0.349
281	0.173	27.3	0.865	0.351
279	0.174	27.2	0.870	0.353
279	0.175	27.2	0.875	0.355
279	0.176	27.2	0.880	0.356
279	0.177	27.2	0.885	0.358
280	0.178	27.2	0.890	0.360
279	0.179	27.2	0.895	0.362
278	0.180	27.1	0.900	0.364
278	0.181	27.1	0.905	0.366
278	0.182	27.1	0.910	0.368
278	0.183	27.1	0.915	0.370
278	0.184	27.1	0.920	0.372
278	0.185	27.0	0.925	0.374
278	0.186	27.0	0.930	0.376
277	0.187	26.9	0.935	0.378
277	0.188	26.9	0.940	0.380
276	0.189	26.8	0.945	0.382
276	0.190	26.8	0.950	0.384
277	0.191	26.9	0.955	0.386
276	0.192	26.8	0.960	0.388
276	0.193	26.8	0.965	0.390
275	0.194	26.7	0.970	0.392
275	0.195	26.7	0.975	0.394
275	0.196	26.7	0.980	0.396
275	0.197	26.7	0.985	0.398
275	0.198	26.7	0.990	0.400
274	0.199	26.7	0.995	0.402
273	0.200	26.6	1.00	0.404
273	0.201	26.5	1.01	0.406
273	0.202	26.5	1.01	0.408
273	0.203	26.5	1.02	0.410
272	0.204	26.4	1.02	0.411
272	0.205	26.4	1.03	0.413
271	0.206	26.3	1.03	0.415
271	0.207	26.3	1.04	0.417
270	0.208	26.3	1.04	0.419
270	0.209	26.3	1.05	0.421
270	0.210	26.3	1.05	0.423
269	0.211	26.2	1.06	0.425
269	0.212	26.2	1.06	0.427
268	0.213	26.1	1.06	0.429
268	0.214	26.1	1.07	0.431
268	0.215	26.1	1.08	0.433
268	0.216	26.1	1.08	0.435
268	0.217	26.1	1.09	0.437
268	0.218	26.0	1.09	0.439
267	0.219	26.0	1.09	0.441
266	0.219	25.9	1.10	0.443
266	0.220	25.9	1.10	0.445
266	0.221	25.9	1.11	0.447
266	0.222	25.9	1.11	0.449
266	0.223	25.9	1.12	0.451
265	0.224	25.8	1.12	0.453
264	0.225	25.7	1.13	0.455
265	0.226	25.8	1.13	0.457
264	0.227	25.7	1.14	0.459
265	0.228	25.8	1.14	0.461
264	0.229	25.7	1.15	0.463
264	0.230	25.7	1.15	0.465
263	0.231	25.6	1.16	0.467
263	0.232	25.6	1.16	0.468
263	0.233	25.5	1.17	0.470
263	0.234	25.6	1.17	0.472
263	0.235	25.5	1.18	0.474
263	0.236	25.5	1.18	0.476
263	0.237	25.5	1.19	0.478
262	0.238	25.5	1.19	0.480
262	0.239	25.5	1.20	0.482
262	0.240	25.5	1.20	0.484
262	0.241	25.5	1.21	0.486
262	0.242	25.5	1.21	0.488
262	0.243	25.5	1.22	0.490
261	0.244	25.4	1.22	0.492
260	0.245	25.3	1.23	0.494
260	0.246	25.3	1.23	0.496
260	0.247	25.3	1.24	0.498
260	0.248	25.3	1.24	0.500
261	0.249	25.4	1.25	0.502
261	0.250	25.4	1.25	0.504
260	0.251	25.3	1.26	0.506
260	0.252	25.3	1.26	0.508
260	0.253	25.3	1.27	0.510
261	0.254	25.4	1.27	0.512
261	0.255	25.4	1.28	0.514
261	0.256	25.4	1.28	0.516
260	0.257	25.3	1.28	0.518
260	0.258	25.3	1.29	0.520
259	0.259	25.2	1.30	0.522
260	0.260	25.3	1.30	0.523
260	0.261	25.3	1.31	0.525
260	0.262	25.3	1.31	0.527
259	0.263	25.2	1.32	0.529
258	0.264	25.1	1.32	0.531
258	0.265	25.1	1.32	0.533
258	0.266	25.1	1.33	0.535
258	0.267	25.1	1.34	0.537
258	0.268	25.1	1.34	0.539
258	0.269	25.1	1.35	0.541
258	0.270	25.0	1.35	0.543
258	0.271	25.0	1.36	0.545
257	0.272	25.0	1.36	0.547
258	0.272	25.0	1.36	0.549
258	0.274	25.0	1.37	0.551
258	0.274	25.0	1.37	0.553
257	0.275	25.0	1.38	0.555
256	0.276	24.9	1.38	0.557
256	0.277	24.9	1.39	0.559
256	0.278	24.9	1.39	0.561
256	0.279	24.9	1.40	0.563
255	0.281	24.8	1.40	0.565
255	0.281	24.8	1.41	0.567
254	0.282	24.7	1.41	0.569
253	0.283	24.6	1.42	0.571
253	0.284	24.6	1.42	0.573
253	0.285	24.6	1.43	0.575
253	0.286	24.6	1.43	0.577
253	0.287	24.6	1.44	0.578
253	0.288	24.6	1.44	0.580
253	0.289	24.6	1.45	0.582
253	0.290	24.6	1.45	0.584
253	0.291	24.6	1.46	0.586
253	0.292	24.6	1.46	0.588
253	0.293	24.6	1.47	0.590
253	0.294	24.6	1.47	0.592
252	0.295	24.5	1.48	0.594
251	0.296	24.4	1.48	0.596
251	0.297	24.4	1.49	0.598
251	0.298	24.4	1.49	0.600
251	0.299	24.4	1.50	0.602
251	0.300	24.4	1.50	0.604
250	0.301	24.4	1.51	0.606
250	0.302	24.3	1.51	0.608
249	0.303	24.2	1.52	0.610
249	0.304	24.2	1.52	0.612
250	0.305	24.3	1.53	0.614
249	0.306	24.2	1.53	0.616
249	0.307	24.2	1.54	0.618
249	0.308	24.2	1.54	0.620
248	0.309	24.2	1.55	0.622
248	0.310	24.1	1.55	0.624
248	0.311	24.2	1.56	0.626
248	0.312	24.2	1.56	0.628
248	0.313	24.2	1.57	0.630
248	0.314	24.1	1.57	0.632
247	0.315	24.0	1.58	0.634
247	0.316	24.0	1.58	0.635
247	0.317	24.0	1.59	0.637
247	0.318	24.0	1.59	0.639
247	0.319	24.0	1.60	0.641
247	0.320	24.0	1.60	0.643
246	0.321	23.9	1.61	0.645
245	0.322	23.8	1.61	0.647
244	0.323	23.7	1.62	0.649
245	0.324	23.8	1.62	0.651
245	0.325	23.8	1.63	0.653
245	0.326	23.8	1.63	0.655
244	0.327	23.7	1.63	0.657
243	0.327	23.7	1.64	0.659
243	0.328	23.6	1.64	0.661
243	0.330	23.6	1.65	0.663
243	0.330	23.7	1.65	0.665
243	0.332	23.6	1.66	0.667
243	0.332	23.6	1.66	0.669
243	0.333	23.6	1.67	0.671
242	0.334	23.5	1.67	0.673
242	0.335	23.5	1.68	0.675
242	0.336	23.5	1.68	0.677
242	0.337	23.5	1.69	0.679
242	0.338	23.5	1.69	0.681
242	0.339	23.5	1.70	0.683
241	0.340	23.4	1.70	0.685
241	0.341	23.4	1.71	0.687
241	0.342	23.4	1.71	0.689
241	0.343	23.4	1.72	0.690
241	0.344	23.4	1.72	0.692
241	0.345	23.4	1.73	0.694
240	0.346	23.3	1.73	0.696
240	0.347	23.3	1.74	0.698
240	0.348	23.3	1.74	0.700
240	0.349	23.3	1.75	0.702
240	0.350	23.4	1.75	0.704
241	0.351	23.4	1.76	0.706
240	0.352	23.3	1.76	0.708
240	0.353	23.3	1.77	0.710
240	0.354	23.4	1.77	0.712
241	0.355	23.4	1.78	0.714
241	0.356	23.4	1.78	0.716
241	0.357	23.4	1.79	0.718
242	0.358	23.5	1.79	0.720
242	0.359	23.5	1.80	0.722
242	0.360	23.5	1.80	0.724
242	0.361	23.5	1.81	0.726
242	0.362	23.5	1.81	0.728
243	0.363	23.6	1.82	0.730
243	0.364	23.6	1.82	0.732
243	0.365	23.7	1.83	0.734
243	0.366	23.6	1.83	0.736
243	0.367	23.6	1.84	0.738
243	0.368	23.6	1.84	0.740
244	0.369	23.7	1.85	0.742
244	0.370	23.7	1.85	0.744
245	0.371	23.8	1.86	0.745
245	0.372	23.8	1.86	0.747
245	0.373	23.8	1.87	0.749
246	0.374	23.9	1.87	0.751
247	0.375	24.0	1.88	0.753
248	0.376	24.2	1.88	0.755
249	0.377	24.2	1.89	0.757
250	0.378	24.3	1.89	0.759
252	0.379	24.5	1.90	0.761
253	0.379	24.6	1.90	0.763
254	0.381	24.7	1.90	0.765
257	0.382	25.0	1.91	0.767
259	0.383	25.2	1.92	0.769
261	0.384	25.4	1.92	0.771
263	0.385	25.5	1.92	0.773
264	0.385	25.7	1.93	0.775
267	0.386	25.9	1.93	0.777
269	0.387	26.2	1.94	0.779
272	0.389	26.5	1.94	0.781
275	0.390	26.8	1.95	0.783
278	0.390	27.1	1.95	0.785
280	0.391	27.2	1.96	0.787
282	0.392	27.4	1.96	0.789
285	0.393	27.7	1.97	0.791
288	0.394	28.0	1.97	0.793
290	0.395	28.2	1.98	0.795
293	0.396	28.5	1.98	0.797
295	0.397	28.7	1.99	0.799
296	0.398	28.8	1.99	0.801
298	0.399	29.0	2.00	0.802
301	0.400	29.3	2.00	0.804
304	0.401	29.6	2.01	0.806
306	0.402	29.7	2.01	0.808
308	0.403	29.9	2.02	0.810
310	0.404	30.1	2.02	0.812
312	0.405	30.3	2.03	0.814
313	0.406	30.5	2.03	0.816
316	0.407	30.7	2.04	0.818
318	0.408	31.0	2.04	0.820
320	0.409	31.1	2.05	0.822
322	0.410	31.3	2.05	0.824
323	0.411	31.4	2.06	0.826
325	0.412	31.6	2.06	0.828
328	0.413	31.9	2.07	0.830
330	0.414	32.1	2.07	0.832
333	0.415	32.3	2.08	0.834
334	0.416	32.5	2.08	0.836
336	0.417	32.7	2.09	0.838
338	0.418	32.8	2.09	0.840
339	0.419	33.0	2.10	0.842
342	0.420	33.3	2.10	0.844
344	0.421	33.5	2.11	0.846
347	0.422	33.7	2.11	0.848
349	0.423	34.0	2.12	0.850
351	0.424	34.1	2.12	0.852
353	0.425	34.3	2.13	0.854
356	0.426	34.6	2.13	0.856
358	0.427	34.8	2.14	0.857
361	0.428	35.1	2.14	0.859
363	0.429	35.3	2.15	0.861
365	0.430	35.5	2.15	0.863
367	0.431	35.7	2.16	0.865
369	0.431	35.9	2.16	0.867
372	0.433	36.2	2.17	0.869
375	0.434	36.5	2.17	0.871
378	0.435	36.7	2.18	0.873
380	0.436	36.9	2.18	0.875
382	0.436	37.1	2.18	0.877
384	0.437	37.4	2.19	0.879
387	0.438	37.6	2.19	0.881
390	0.440	37.9	2.20	0.883
393	0.440	38.2	2.20	0.885
394	0.442	38.3	2.21	0.887
397	0.442	38.6	2.21	0.889
398	0.443	38.8	2.22	0.891
401	0.444	39.0	2.22	0.893
404	0.445	39.3	2.23	0.895
407	0.446	39.6	2.23	0.897
409	0.447	39.8	2.24	0.899
412	0.448	40.0	2.24	0.901
414	0.449	40.2	2.25	0.903
416	0.450	40.4	2.25	0.905
418	0.451	40.7	2.26	0.907
421	0.452	40.9	2.26	0.909
423	0.453	41.2	2.27	0.911
425	0.454	41.3	2.27	0.912
428	0.455	41.6	2.28	0.914
429	0.456	41.7	2.28	0.916
431	0.457	41.9	2.29	0.918
434	0.458	42.2	2.29	0.920
436	0.459	42.4	2.30	0.922
438	0.460	42.6	2.30	0.924
440	0.461	42.8	2.31	0.926
442	0.462	43.0	2.31	0.928
443	0.463	43.1	2.32	0.930
446	0.464	43.4	2.32	0.932
448	0.465	43.6	2.33	0.934
451	0.466	43.8	2.33	0.936
452	0.467	44.0	2.34	0.938
453	0.468	44.1	2.34	0.940
456	0.469	44.3	2.35	0.942
458	0.470	44.5	2.35	0.944
461	0.471	44.8	2.36	0.946
463	0.472	45.0	2.36	0.948
465	0.473	45.2	2.37	0.950
467	0.474	45.4	2.37	0.952
468	0.475	45.6	2.38	0.954
470	0.476	45.7	2.38	0.956
472	0.477	45.9	2.39	0.958
474	0.478	46.1	2.39	0.960
477	0.479	46.4	2.40	0.962
478	0.480	46.5	2.40	0.964
480	0.481	46.7	2.41	0.966
482	0.482	46.9	2.41	0.968
484	0.483	47.1	2.42	0.969
487	0.484	47.3	2.42	0.971
489	0.485	47.5	2.43	0.973
491	0.486	47.7	2.43	0.975
493	0.487	47.9	2.44	0.977
494	0.488	48.0	2.44	0.979
496	0.489	48.2	2.44	0.981
498	0.490	48.4	2.45	0.983
501	0.491	48.7	2.46	0.985
502	0.492	48.8	2.46	0.987
504	0.493	49.0	2.47	0.989
499	0.494	48.6	2.47	0.991
383	0.494	37.2	2.47	0.993
334	0.496	32.5	2.48	0.995
340	0.496	33.1	2.48	0.997
346	0.498	33.7	2.49	0.999
354	0.498	34.4	2.49	1.00
361	0.500	35.1	2.50	1.00
366	0.500	35.6	2.50	1.00
372	0.501	36.2	2.51	1.01
378	0.502	36.8	2.51	1.01
385	0.503	37.5	2.52	1.01
391	0.504	38.0	2.52	1.01
397	0.505	38.6	2.52	1.01
402	0.506	39.1	2.53	1.02
406	0.507	39.5	2.54	1.02
408	0.508	39.6	2.54	1.02
407	0.509	39.6	2.55	1.02
408	0.510	39.6	2.55	1.02
409	0.511	39.8	2.56	1.03
411	0.512	40.0	2.56	1.03
414	0.513	40.3	2.57	1.03
418	0.514	40.6	2.57	1.03
421	0.515	41.0	2.58	1.03
425	0.516	41.3	2.58	1.04
428	0.517	41.6	2.59	1.04
429	0.518	41.7	2.59	1.04
430	0.519	41.8	2.60	1.04
431	0.520	41.9	2.60	1.04
432	0.521	42.0	2.61	1.05
433	0.522	42.1	2.61	1.05
434	0.523	42.2	2.62	1.05
436	0.524	42.4	2.62	1.05
437	0.525	42.5	2.63	1.05
437	0.526	42.5	2.63	1.06
438	0.527	42.6	2.64	1.06
440	0.528	42.8	2.64	1.06
442	0.529	43.0	2.65	1.06
444	0.530	43.2	2.65	1.06
446	0.531	43.3	2.66	1.07
447	0.532	43.4	2.66	1.07
448	0.533	43.6	2.67	1.07
449	0.534	43.7	2.67	1.07
451	0.535	43.9	2.68	1.07
453	0.536	44.0	2.68	1.08
454	0.537	44.2	2.69	1.08
455	0.538	44.3	2.69	1.08
456	0.539	44.3	2.70	1.08
457	0.540	44.4	2.70	1.08
458	0.541	44.5	2.71	1.09
460	0.542	44.7	2.71	1.09
461	0.543	44.9	2.72	1.09
462	0.544	44.9	2.72	1.09
463	0.545	45.0	2.73	1.09
463	0.546	45.0	2.73	1.10
463	0.547	45.1	2.73	1.10
465	0.548	45.2	2.74	1.10
467	0.549	45.4	2.75	1.10
468	0.550	45.6	2.75	1.10
469	0.551	45.6	2.75	1.11
469	0.551	45.6	2.75	1.11
470	0.552	45.7	2.76	1.11
471	0.553	45.8	2.77	1.11
473	0.555	46.0	2.78	1.11
473	0.556	46.0	2.78	1.11
474	0.557	46.1	2.79	1.12
474	0.557	46.1	2.79	1.12
474	0.558	46.1	2.79	1.12
475	0.559	46.2	2.80	1.12
476	0.560	46.3	2.80	1.12
477	0.561	46.4	2.81	1.13
478	0.562	46.5	2.81	1.13
479	0.563	46.6	2.82	1.13
480	0.564	46.6	2.82	1.13
481	0.565	46.8	2.82	1.13
482	0.566	46.9	2.83	1.14
483	0.567	46.9	2.84	1.14
484	0.568	47.1	2.84	1.14
484	0.569	47.1	2.85	1.14
485	0.570	47.2	2.85	1.14
485	0.571	47.2	2.86	1.15
486	0.572	47.3	2.86	1.15
486	0.573	47.3	2.87	1.15
488	0.574	47.4	2.87	1.15
488	0.575	47.5	2.88	1.15
489	0.576	47.6	2.88	1.16
489	0.577	47.6	2.89	1.16
490	0.578	47.7	2.89	1.16
491	0.579	47.7	2.90	1.16
492	0.580	47.9	2.90	1.16
493	0.581	48.0	2.91	1.17
495	0.582	48.1	2.91	1.17
496	0.583	48.2	2.92	1.17
496	0.584	48.2	2.92	1.17
497	0.585	48.3	2.93	1.17
498	0.586	48.5	2.93	1.18
499	0.587	48.6	2.94	1.18
500	0.588	48.6	2.94	1.18
501	0.589	48.7	2.95	1.18
501	0.590	48.7	2.95	1.18
502	0.591	48.8	2.96	1.19
502	0.592	48.8	2.96	1.19
503	0.593	48.9	2.97	1.19
504	0.594	49.0	2.97	1.19
504	0.595	49.0	2.98	1.19
505	0.596	49.1	2.98	1.20
505	0.597	49.1	2.98	1.20
505	0.598	49.1	2.99	1.20
506	0.599	49.3	2.99	1.20
507	0.600	49.4	3.00	1.20
509	0.601	49.5	3.01	1.21
510	0.602	49.6	3.01	1.21
510	0.602	49.6	3.01	1.21
511	0.604	49.7	3.02	1.21
512	0.604	49.8	3.02	1.21
513	0.606	49.9	3.03	1.22
514	0.607	50.0	3.04	1.22
514	0.607	50.0	3.04	1.22
514	0.608	50.0	3.04	1.22
515	0.609	50.1	3.05	1.22
516	0.610	50.2	3.05	1.22
517	0.611	50.3	3.06	1.23
518	0.613	50.3	3.06	1.23
518	0.613	50.4	3.07	1.23
518	0.614	50.4	3.07	1.23
519	0.615	50.5	3.08	1.23
520	0.616	50.6	3.08	1.24
521	0.617	50.7	3.09	1.24
523	0.618	50.8	3.09	1.24
523	0.619	50.9	3.10	1.24
523	0.620	50.9	3.10	1.24
523	0.621	50.9	3.11	1.25
523	0.622	50.9	3.11	1.25
523	0.623	50.9	3.12	1.25
525	0.624	51.0	3.12	1.25
525	0.625	51.1	3.13	1.25
526	0.626	51.1	3.13	1.26
526	0.627	51.1	3.14	1.26
527	0.628	51.2	3.14	1.26
527	0.629	51.2	3.15	1.26
528	0.630	51.4	3.15	1.26
529	0.631	51.5	3.16	1.27
530	0.632	51.6	3.16	1.27
531	0.633	51.6	3.17	1.27
531	0.634	51.6	3.17	1.27
532	0.635	51.7	3.18	1.27
533	0.636	51.8	3.18	1.28
534	0.637	52.0	3.19	1.28
535	0.638	52.0	3.19	1.28
536	0.639	52.1	3.20	1.28
537	0.640	52.2	3.20	1.28
538	0.641	52.3	3.21	1.29
538	0.642	52.3	3.21	1.29
538	0.643	52.4	3.22	1.29
539	0.644	52.4	3.22	1.29
540	0.645	52.5	3.23	1.29
541	0.646	52.6	3.23	1.30
541	0.647	52.6	3.24	1.30
540	0.648	52.5	3.24	1.30
541	0.649	52.6	3.25	1.30
542	0.650	52.7	3.25	1.30
543	0.651	52.8	3.26	1.31
543	0.652	52.8	3.26	1.31
544	0.653	52.9	3.27	1.31
545	0.654	53.0	3.27	1.31
546	0.655	53.1	3.27	1.31
547	0.656	53.2	3.28	1.32
548	0.657	53.3	3.29	1.32
549	0.658	53.4	3.29	1.32
550	0.659	53.5	3.30	1.32
551	0.660	53.6	3.30	1.32
551	0.660	53.6	3.30	1.33
552	0.662	53.7	3.31	1.33
553	0.663	53.7	3.32	1.33
553	0.664	53.8	3.32	1.33
554	0.665	53.9	3.33	1.33
555	0.666	54.0	3.33	1.33
555	0.666	54.0	3.33	1.34
555	0.667	54.0	3.34	1.34
556	0.668	54.1	3.34	1.34
557	0.669	54.2	3.35	1.34
558	0.670	54.2	3.35	1.34
558	0.671	54.3	3.36	1.35
558	0.672	54.3	3.36	1.35
558	0.673	54.3	3.37	1.35
558	0.674	54.3	3.37	1.35
559	0.675	54.4	3.38	1.35
560	0.676	54.5	3.38	1.36
561	0.677	54.6	3.39	1.36
561	0.678	54.6	3.39	1.36
561	0.679	54.6	3.40	1.36
562	0.680	54.6	3.40	1.36
563	0.681	54.7	3.41	1.37
563	0.682	54.8	3.41	1.37
564	0.683	54.9	3.42	1.37
565	0.684	55.0	3.42	1.37
565	0.685	55.0	3.43	1.37
565	0.686	55.0	3.43	1.38
565	0.687	55.0	3.44	1.38
567	0.688	55.1	3.44	1.38
568	0.689	55.3	3.45	1.38
568	0.690	55.3	3.45	1.38
569	0.691	55.4	3.46	1.39
568	0.692	55.3	3.46	1.39
568	0.693	55.3	3.47	1.39
568	0.694	55.3	3.47	1.39
570	0.695	55.4	3.48	1.39
570	0.696	55.4	3.48	1.40
571	0.697	55.5	3.49	1.40
572	0.698	55.6	3.49	1.40
572	0.699	55.6	3.50	1.40
572	0.700	55.6	3.50	1.40
573	0.701	55.8	3.51	1.41
575	0.702	55.9	3.51	1.41
577	0.703	56.1	3.52	1.41
578	0.704	56.2	3.52	1.41
578	0.705	56.2	3.53	1.41
578	0.706	56.3	3.53	1.42
579	0.707	56.3	3.54	1.42
581	0.708	56.5	3.54	1.42
582	0.709	56.6	3.55	1.42
582	0.710	56.6	3.55	1.42
582	0.711	56.6	3.56	1.43
581	0.712	56.5	3.56	1.43
582	0.713	56.6	3.56	1.43
582	0.714	56.6	3.57	1.43
583	0.715	56.7	3.58	1.43
584	0.716	56.8	3.58	1.44
585	0.717	56.9	3.59	1.44
585	0.717	56.9	3.59	1.44
586	0.718	57.0	3.59	1.44
586	0.720	57.0	3.60	1.44
588	0.721	57.1	3.60	1.44
589	0.722	57.3	3.61	1.45
590	0.722	57.4	3.61	1.45
590	0.724	57.4	3.62	1.45
591	0.724	57.5	3.62	1.45
591	0.725	57.5	3.63	1.45
593	0.726	57.6	3.63	1.46
594	0.727	57.8	3.64	1.46
595	0.728	57.9	3.64	1.46
596	0.729	58.0	3.65	1.46
597	0.730	58.0	3.65	1.46
597	0.731	58.0	3.66	1.47
598	0.732	58.1	3.66	1.47
598	0.733	58.2	3.67	1.47
599	0.734	58.3	3.67	1.47
600	0.735	58.4	3.68	1.47
600	0.736	58.4	3.68	1.48
601	0.737	58.4	3.69	1.48
601	0.738	58.4	3.69	1.48
602	0.739	58.6	3.70	1.48
603	0.740	58.7	3.70	1.48
605	0.741	58.8	3.71	1.49
605	0.742	58.8	3.71	1.49
606	0.743	58.9	3.72	1.49
607	0.744	59.0	3.72	1.49
607	0.745	59.0	3.73	1.49
608	0.746	59.1	3.73	1.50
609	0.747	59.3	3.74	1.50
610	0.748	59.3	3.74	1.50
610	0.749	59.3	3.75	1.50
